id,text_pantun,baris_sampiran,baris_isi,skema_rima,suku_kata_baris_1,suku_kata_baris_2,suku_kata_baris_3,suku_kata_baris_4,jumlah_kata_baris_1,jumlah_kata_baris_2,jumlah_kata_baris_3,jumlah_kata_baris_4
5342,sungguh enak masakan kolak\napalagi jika ditambah kuah\nmakan berbuka sangat banyak\ndua piring nasi masih nambah,sungguh enak masakan kolak\napalagi jika ditambah kuah,makan berbuka sangat banyak\ndua piring nasi masih nambah,a-b-a-b,9,11,9,10,4,4,4,5
5343,sungguh harum bunga melati\ntumbuh subur di bukit tinggi\njika anak selalu berbakti\nbahagia ibu sepenuh hati,sungguh harum bunga melati\ntumbuh subur di bukit tinggi,jika anak selalu berbakti\nbahagia ibu sepenuh hati,a-a-a-a,9,9,10,11,4,5,4,4
5344,sungguh indah bulan pernama\nterangi malam yang kelabu\npagi kamis telah tiba\ntak sabar menatap senyumanmu,sungguh indah bulan pernama\nterangi malam yang kelabu,pagi kamis telah tiba\ntak sabar menatap senyumanmu,a-b-a-b,9,9,8,10,4,4,4,4
5345,sungguh indah bulan purnama\nterlihat besar dan amat terang\njenjang pendidikan yang kedua\nitulah yang akan segera datang,sungguh indah bulan purnama\nterlihat besar dan amat terang,jenjang pendidikan yang kedua\nitulah yang akan segera datang,a-b-a-b,9,10,10,11,4,5,4,5
5346,sungguh indah bulu kalkun\nbulu kalkun penuh warna\nbelajar dengan gigih dan tekun\nagar dapat ilmu yang berguna,sungguh indah bulu kalkun\nbulu kalkun penuh warna,belajar dengan gigih dan tekun\nagar dapat ilmu yang berguna,a-b-a-b,8,8,10,10,4,4,5,5
5347,sungguh indah bunga dahlia\nditambah harum bunga cempaka\nke sekolah naik sepeda\nbersama teman aduhai nikmatnya,sungguh indah bunga dahlia\nditambah harum bunga cempaka,ke sekolah naik sepeda\nbersama teman aduhai nikmatnya,a-a-a-a,9,10,9,11,4,4,4,4
5348,sungguh indah bunga di taman\nada bunga kembang sepatu\nmari kita kembali berteman\naku minta maaf pada dirimu,sungguh indah bunga di taman\nada bunga kembang sepatu,mari kita kembali berteman\naku minta maaf pada dirimu,a-b-a-b,9,9,10,11,5,4,4,5
5349,sungguh indah bunga di taman\nada mawar dan bunga kamboja\nkatanya teman mengaku teman\nkalau ada maunya saja,sungguh indah bunga di taman\nada mawar dan bunga kamboja,katanya teman mengaku teman\nkalau ada maunya saja,a-b-a-b,9,10,10,8,5,5,4,4
5350,sungguh indah bunga di taman\nada mawar dan juga kamboja\nmeski kerap melakukan kegiatan\nbadan lelah hati bahagia,sungguh indah bunga di taman\nada mawar dan juga kamboja,meski kerap melakukan kegiatan\nbadan lelah hati bahagia,a-b-a-b,9,10,12,10,5,5,4,4
5351,sungguh indah bunga di taman\nbermain disana anak kelinci\nfitri membawa seberkah harapan\nmenambah cinta kepada ilahi,sungguh indah bunga di taman\nbermain disana anak kelinci,fitri membawa seberkah harapan\nmenambah cinta kepada ilahi,a-b-a-b,9,11,11,11,5,4,4,4
5352,sungguh indah bunga teratai\nada merah dan juga kuning\nsekalikali jalan ke pantai\nsiapa tau ngeliat yang bening,sungguh indah bunga teratai\nada merah dan juga kuning,sekalikali jalan ke pantai\nsiapa tau ngeliat yang bening,a-b-a-b,9,9,10,10,4,5,4,5
5353,sungguh indah kerajinan rotan\ndibuat menarik oleh pengrajinnya\nmari kita menjaga hutan\njangan sampai kita merusaknya,sungguh indah kerajinan rotan\ndibuat menarik oleh pengrajinnya,mari kita menjaga hutan\njangan sampai kita merusaknya,a-b-a-b,10,12,9,10,4,4,4,4
5354,sungguh indah ketika mengkhayal\napalagi saat tiba hujan\nhari minggu memberi sinyal\nbahwa jomblo itu menyakitkan,sungguh indah ketika mengkhayal\napalagi saat tiba hujan,hari minggu memberi sinyal\nbahwa jomblo itu menyakitkan,a-b-a-b,10,10,9,10,4,4,4,4
5355,sungguh indah kota mekah\nbulan bergantung laksana belah\nayah berjuang mencari nafkah\nsiang malam tiada lelah,sungguh indah kota mekah\nbulan bergantung laksana belah,ayah berjuang mencari nafkah\nsiang malam tiada lelah,a-a-a-a,8,10,10,9,4,4,4,4
5356,sungguh indah kota mekah\njangan lupa kota madinah\nsiapa yang memberi sedekah\noleh allah diberi nafkah,sungguh indah kota mekah\njangan lupa kota madinah,siapa yang memberi sedekah\noleh allah diberi nafkah,a-a-a-a,8,9,10,9,4,4,4,4
5357,sungguh indah kulit rusa\nlebih indah dari kancil\njangan pernah berputus asa\njika ingin hidupnya berhasil,sungguh indah kulit rusa\nlebih indah dari kancil,jangan pernah berputus asa\njika ingin hidupnya berhasil,a-b-a-b,8,8,9,10,4,4,4,4
5358,sungguh indah memandang taman\nduduk santai hingga siang\ndi sekolah banyak teman\nbermain belajar hatiku riang,sungguh indah memandang taman\nduduk santai hingga siang,di sekolah banyak teman\nbermain belajar hatiku riang,a-b-a-b,9,8,8,11,4,4,4,4
5359,sungguh indah pematang sawah\nmenjadi ikon pemandangan desa\nmari berangkat ke sekolah\nbersama teman di hari selasa,sungguh indah pematang sawah\nmenjadi ikon pemandangan desa,mari berangkat ke sekolah\nbersama teman di hari selasa,a-b-a-b,9,11,9,11,4,4,4,5
5360,Sungguh indah pesona Mekah\nSenang hati berkunjung ke sana\nMalam hari ketiban berkah\nSujud pada-Nya panjatkan doa,Sungguh indah pesona Mekah\nSenang hati berkunjung ke sana,Malam hari ketiban berkah\nSujud pada-Nya panjatkan doa,a-b-a-b,9,10,9,10,4,5,4,4
5361,sungguh indah pintu dipahat\nburung puyuh di atas dahan\nkalau hidup hendak selamat\ntaat selalu perintah tuhan,sungguh indah pintu dipahat\nburung puyuh di atas dahan,kalau hidup hendak selamat\ntaat selalu perintah tuhan,a-b-a-b,9,9,9,10,4,5,4,4
5362,sungguh indah pulau pinang\nbanyak kolam juga taman\nbangun pagi hati senang\npergi ke sekolah bertemu teman,sungguh indah pulau pinang\nbanyak kolam juga taman,bangun pagi hati senang\npergi ke sekolah bertemu teman,a-b-a-b,8,8,8,11,4,4,4,5
5363,Sungguh indah syair setanggi\nMenyusun kata bagai hiasan\nIlmu itu mesti tinggi\nJangan dunia sebagai batasan,Sungguh indah syair setanggi\nMenyusun kata bagai hiasan,Ilmu itu mesti tinggi\nJangan dunia sebagai batasan,a-b-a-b,9,10,8,11,4,4,4,4
5364,sungguh indah tarian saman\ndisaksikan oleh banyak umat\ndi sekolah dapat teman\nsetelah lulus tetap teringat,sungguh indah tarian saman\ndisaksikan oleh banyak umat,di sekolah dapat teman\nsetelah lulus tetap teringat,a-b-a-b,9,10,8,10,4,4,4,4
5365,sungguh jernih sungai asahan\ntempat anak bermain jala\nbantu orang yang kesusahan\ndengan ikhlas mengharap pahala,sungguh jernih sungai asahan\ntempat anak bermain jala,bantu orang yang kesusahan\ndengan ikhlas mengharap pahala,a-b-a-b,9,9,9,10,4,4,4,4
5366,sungguh kaya wahai sang raja\nraja punya banyak permata\nbarang siapa tekun bekerja\nsukses ada di depan mata,sungguh kaya wahai sang raja\nraja punya banyak permata,barang siapa tekun bekerja\nsukses ada di depan mata,a-a-a-a,9,9,10,9,5,4,4,5
5367,sungguh kokoh batu karang\nletaknya di samping samudra\ndari dulu sampai sekarang\nkejujuran adalah hal utama,sungguh kokoh batu karang\nletaknya di samping samudra,dari dulu sampai sekarang\nkejujuran adalah hal utama,a-b-a-b,8,9,9,11,4,4,4,4
5368,sungguh lezat makan tajin\nsambil memotong kayu jati\ncarilah teman yang rajin\nteman malas jangan didekati,sungguh lezat makan tajin\nsambil memotong kayu jati,carilah teman yang rajin\nteman malas jangan didekati,a-b-a-b,8,9,8,10,4,4,4,4
5369,Sungguh mahal batu permata\nDicari orang dahulu kala\nMoga di hati tumbuh cinta\nTerhadap Nabi yang mulia,Sungguh mahal batu permata\nDicari orang dahulu kala,Moga di hati tumbuh cinta\nTerhadap Nabi yang mulia,a-a-a-a,9,10,9,9,4,4,5,4
5370,sungguh mahal kayu gaharu\nbeli bibit di palangkaraya\nyang jalanjalan di hari minggu\nsemoga tidak putus ya,sungguh mahal kayu gaharu\nbeli bibit di palangkaraya,yang jalanjalan di hari minggu\nsemoga tidak putus ya,a-b-a-b,9,10,10,8,4,4,5,4
5371,sungguh manis buah durian\ndimakan kala tengah hari\nhappy wednesday untukmu teman\nmari bersama membuka hari,sungguh manis buah durian\ndimakan kala tengah hari,happy wednesday untukmu teman\nmari bersama membuka hari,a-b-a-b,9,9,9,10,4,4,4,4
5372,sungguh manis buah manggis\napalagi dicampur dengan madu\nwahai sayang janganlah menangis\naku minta maaf telah menyinggungmu,sungguh manis buah manggis\napalagi dicampur dengan madu,wahai sayang janganlah menangis\naku minta maaf telah menyinggungmu,a-b-a-b,8,11,10,12,4,4,4,5
5373,sungguh manis buah rambutan\nenak dimakan perlahan lahan\nbila ada sebuah pertemuan\npasti akan ada perpisahan,sungguh manis buah rambutan\nenak dimakan perlahan lahan,bila ada sebuah pertemuan\npasti akan ada perpisahan,a-a-a-a,9,10,11,10,4,4,4,4
5374,sungguh manis buah semangka\nsemangka dimakan buang isinya\nselamat selasa buatmu di sana\nada rindu disini yang membara,sungguh manis buah semangka\nsemangka dimakan buang isinya,selamat selasa buatmu di sana\nada rindu disini yang membara,a-a-a-a,9,11,12,11,4,4,5,5
5375,sungguh manis isi batang tebu\nditanam petani berderet rapi\nsungguh mulia hati dan doa ibu\ndipanjatkan selalu tiada henti,sungguh manis isi batang tebu\nditanam petani berderet rapi,sungguh mulia hati dan doa ibu\ndipanjatkan selalu tiada henti,a-b-a-b,10,11,12,12,5,4,6,4
5376,sungguh manis rasanya durian\ntimun suri rasanya hambar\nselamat buka puasa kawan\nsemoga puasanya selalu lancar,sungguh manis rasanya durian\ntimun suri rasanya hambar,selamat buka puasa kawan\nsemoga puasanya selalu lancar,a-b-a-b,10,9,10,12,4,4,4,4
5377,sungguh manis rasanya gula\nempedu terasa pahit sekali\nsalam manis dari saya\nputra samarinda yang baik hati,sungguh manis rasanya gula\nempedu terasa pahit sekali,salam manis dari saya\nputra samarinda yang baik hati,a-b-a-b,9,11,8,11,4,4,4,5
5378,sungguh manis rasanya gula\nmembuat kopi di akhir pekan\nsetiap hari dilewati bersama\ndalam menimba ilmu pengetahuan,sungguh manis rasanya gula\nmembuat kopi di akhir pekan,setiap hari dilewati bersama\ndalam menimba ilmu pengetahuan,a-b-a-b,9,10,12,12,4,5,4,4
5379,sungguh manis rasanya madu\nsebagai penawar pahitnya jamu\nsungguh berat rasanya rindu\nhingga neneknenek ku kira kamu,sungguh manis rasanya madu\nsebagai penawar pahitnya jamu,sungguh berat rasanya rindu\nhingga neneknenek ku kira kamu,a-a-a-a,9,11,9,11,4,4,4,5
5380,sungguh manis si buah manggis\nlebih manis si buah mangga\nniat hati hendak melamar gadis\ndapatnya janda beranak tiga,sungguh manis si buah manggis\nlebih manis si buah mangga,niat hati hendak melamar gadis\ndapatnya janda beranak tiga,a-b-a-b,9,9,11,10,5,5,5,4
5381,sungguh merah buah semangka\nsemangka dimakan manis rasanya\nnama saya deni saputra\nsaya berasal dari surabaya,sungguh merah buah semangka\nsemangka dimakan manis rasanya,nama saya deni saputra\nsaya berasal dari surabaya,a-a-a-a,9,11,9,11,4,4,4,4
5382,sungguh merah warna cincin\nwarnanya merah indah merekah\nbiarlah sering disebut miskin\nyang penting senantiasa sedekah,sungguh merah warna cincin\nwarnanya merah indah merekah,biarlah sering disebut miskin\nyang penting senantiasa sedekah,a-b-a-b,8,10,10,11,4,4,4,4
5383,sungguh pahit buah maja\nsungguh wangi bunga kamboja\nyang rajin giat bekerja\nyang malas update status aja,sungguh pahit buah maja\nsungguh wangi bunga kamboja,yang rajin giat bekerja\nyang malas update status aja,a-a-a-a,8,9,8,10,4,4,4,5
5384,sungguh pahit rasa empedu\nnasi putih membuat kenyang\nuntuk dirimu wahai jodohku\nselamat malam minggu sayang,sungguh pahit rasa empedu\nnasi putih membuat kenyang,untuk dirimu wahai jodohku\nselamat malam minggu sayang,a-b-a-b,9,9,10,9,4,4,4,4
5385,sungguh panas cahaya mentari\nhingga bungaku menjadi layu\nsuka keluar malam hari\nkalau siang malah tidur apa itu,sungguh panas cahaya mentari\nhingga bungaku menjadi layu,suka keluar malam hari\nkalau siang malah tidur apa itu,a-b-a-b,10,10,9,12,4,4,4,6
5386,sungguh pedas rasanya lada\napalagi ditambah dengan merica\nalam sekitar kotor tak terjaga\nhidup terancam banyak bahaya,sungguh pedas rasanya lada\napalagi ditambah dengan merica,alam sekitar kotor tak terjaga\nhidup terancam banyak bahaya,a-a-a-a,9,12,11,10,4,4,5,4
5387,sungguh putih bunga melati\nbunga cempaka berwarna biru\nmeski sulit bersatu kembali\nsetidaknya aku pernah dicintaimu,sungguh putih bunga melati\nbunga cempaka berwarna biru,meski sulit bersatu kembali\nsetidaknya aku pernah dicintaimu,a-b-a-b,9,10,10,12,4,4,4,4
5388,sungguh ramai di hari raya\nbanyak mudik ke pulau jawa\nmaher itulah nama saya\npemberian dari orang tua,sungguh ramai di hari raya\nbanyak mudik ke pulau jawa,maher itulah nama saya\npemberian dari orang tua,a-a-a-a,9,9,9,10,5,5,4,4
5389,sungguh rimbun daun pepohonan\ntumbuh subur di taman kota\nsungguh indah ciptaan tuhan\nsudah sepatutnya kita jaga,sungguh rimbun daun pepohonan\ntumbuh subur di taman kota,sungguh indah ciptaan tuhan\nsudah sepatutnya kita jaga,a-b-a-b,10,9,9,10,4,5,4,4
5390,sungguh sedap makan pepesan\npepesan jamur pepesan ikan\ndosa besar bagi insan\nbanyak berkata tidak mengamalkan,sungguh sedap makan pepesan\npepesan jamur pepesan ikan,dosa besar bagi insan\nbanyak berkata tidak mengamalkan,a-a-a-a,9,10,8,11,4,4,4,4
5391,sungguh segar minum selasih\nminum selasih di waktu siang\nsemenjak kamu hidup bersih\nhati ini jadi semakin sayang,sungguh segar minum selasih\nminum selasih di waktu siang,semenjak kamu hidup bersih\nhati ini jadi semakin sayang,a-b-a-b,9,10,9,11,4,5,4,5
5392,sungguh tega membuka aib\nmembuat orang menjadi marah\njangan putus asa dengan nasib\nkarena nasib bisa diubah,sungguh tega membuka aib\nmembuat orang menjadi marah,jangan putus asa dengan nasib\nkarena nasib bisa diubah,a-b-a-b,9,10,10,10,4,4,5,4
5393,sungguh terang bulan purnama\ndatang dalam sebulan sekali\nhati senang dan sangat bahagia\nketika ramadhan tiba kembali,sungguh terang bulan purnama\ndatang dalam sebulan sekali,hati senang dan sangat bahagia\nketika ramadhan tiba kembali,a-b-a-b,9,10,11,11,4,4,5,4
5394,sungguh terang cahaya bulan\nbulan pernama di akhir pekan\nkepada kawan dan handai taulan\nmarhaban di bulan ramadhan,sungguh terang cahaya bulan\nbulan pernama di akhir pekan,kepada kawan dan handai taulan\nmarhaban di bulan ramadhan,a-a-a-a,9,10,10,9,4,5,5,4
5395,sungguh tinggi gunung semeru\nmendaki siang hari yang panas\nsaling belajar menjadi berilmu\nterjalani dengan teman sekelas,sungguh tinggi gunung semeru\nmendaki siang hari yang panas,saling belajar menjadi berilmu\nterjalani dengan teman sekelas,a-b-a-b,9,10,11,11,4,5,4,4
5396,sungguh tinggi si pohon pinang\ntempat bersarang burung pelikan\naku memang hendak meminang\nsekarang mas kawin sedang kupikirkan,sungguh tinggi si pohon pinang\ntempat bersarang burung pelikan,aku memang hendak meminang\nsekarang mas kawin sedang kupikirkan,a-b-a-b,9,10,9,12,5,4,4,5
5397,sunggulah indah si burung pipit\nterbang yang tenang si burung dara\nbila ku tahu bercinta sakit\ntakkan ku mulai dari semula,sunggulah indah si burung pipit\nterbang yang tenang si burung dara,bila ku tahu bercinta sakit\ntakkan ku mulai dari semula,a-b-a-b,10,10,10,10,5,6,5,5
5398,sup buntut dimakan kangguru\nmengetuk pintu karena dipaku\nku tuntut ilmu dari guru\nuntuk ku dapat citacitaku,sup buntut dimakan kangguru\nmengetuk pintu karena dipaku,ku tuntut ilmu dari guru\nuntuk ku dapat citacitaku,a-a-a-a,9,11,9,10,4,4,5,4
5399,supaya enak roti dibakar\nserta diberi selai yang banyak\nmurid dididik supaya pintar\npintar di otak baik di akhlak,supaya enak roti dibakar\nserta diberi selai yang banyak,murid dididik supaya pintar\npintar di otak baik di akhlak,a-b-a-b,10,10,10,10,4,5,4,6
5400,supaya tangan tidak terluka\njangan dikepit hulunya kapak\nsupaya tuhan tidak murka\njangan sakiti ibu dan bapak,supaya tangan tidak terluka\njangan dikepit hulunya kapak,supaya tuhan tidak murka\njangan sakiti ibu dan bapak,a-b-a-b,10,10,9,10,4,4,4,5
5401,surat ditulis dalam gelap\nsalah huruf banyak tak kena\njagalah diri jangan silap\njika silap dapat bencana,surat ditulis dalam gelap\nsalah huruf banyak tak kena,jagalah diri jangan silap\njika silap dapat bencana,a-b-a-b,9,9,9,9,4,5,4,4
5402,Surat kulayangkan untuk berkata\nPenyampai hasrat kata di hati\nKalau sungguh kasihanku nyata\nJangan dibuang sampai ke mati,Surat kulayangkan untuk berkata\nPenyampai hasrat kata di hati,Kalau sungguh kasihanku nyata\nJangan dibuang sampai ke mati,a-b-a-b,11,10,10,10,4,5,4,5
5403,Suruh pergi ke kota kerinci\nBeli tiket banyak yang antre\nSungguh tidak mengherankan lagi\nMelihat banyak cewek matre,Suruh pergi ke kota kerinci\nBeli tiket banyak yang antre,Sungguh tidak mengherankan lagi\nMelihat banyak cewek matre,a-b-a-b,10,9,10,9,5,5,4,4
5404,surya redup senja memerah\nmalam tiba gelaplah sudah\ntidak cukup belajar di sekolah\nbelajar pula nanti di rumah,surya redup senja memerah\nmalam tiba gelaplah sudah,tidak cukup belajar di sekolah\nbelajar pula nanti di rumah,a-a-a-a,9,9,11,10,4,4,5,5
5405,surya tenggelam di ufuk barat\ndengan bulan tak pernah bertemu\nsiapa hendak mencari akhirat\ndia harus dengan ilmu,surya tenggelam di ufuk barat\ndengan bulan tak pernah bertemu,siapa hendak mencari akhirat\ndia harus dengan ilmu,a-b-a-b,10,10,11,8,5,5,4,4
5406,surya tenggelam ke barat\nsenja hati merah cahayanya\njika ingin dapat dunia akhirat\nilmu dan amal adalah kuncinya,surya tenggelam ke barat\nsenja hati merah cahayanya,jika ingin dapat dunia akhirat\nilmu dan amal adalah kuncinya,a-b-a-b,8,10,12,11,4,4,5,5
5407,surya terbit di kala pagi\nindah langit sangat berseni\nsiapa ilmunya semakin tinggi\npaham jalan di dunia ini,surya terbit di kala pagi\nindah langit sangat berseni,siapa ilmunya semakin tinggi\npaham jalan di dunia ini,a-a-a-a,9,9,11,10,5,4,4,5
5408,susu manis amatlah kental\ncelupkan dengan roti bolu\nsesungguhnya aku hendak kenal\nnamun hati masih malumalu,susu manis amatlah kental\ncelupkan dengan roti bolu,sesungguhnya aku hendak kenal\nnamun hati masih malumalu,a-b-a-b,9,9,10,10,4,4,4,4
5409,Susun cantik songket bertekat\nSutera cina indah berjahit\nAndai jujur membina muafakat\nMengapa kelingking masih berkait,Susun cantik songket bertekat\nSutera cina indah berjahit,Andai jujur membina muafakat\nMengapa kelingking masih berkait,a-b-a-b,9,10,11,11,4,4,4,4
5410,Susun sejadah ikut kiblatnya\nSejadah imam tunggal di depan\nSambutan meriah apa gunanya\nTanpa matlamat terisi sasaran,Susun sejadah ikut kiblatnya\nSejadah imam tunggal di depan,Sambutan meriah apa gunanya\nTanpa matlamat terisi sasaran,a-b-a-b,10,10,11,11,4,5,4,4
5411,syahadat itu yang pertama\nmesti diresap sejiwa raga\njujur itu landasan agama\nteguh dipegang sekuat tenaga,syahadat itu yang pertama\nmesti diresap sejiwa raga,jujur itu landasan agama\nteguh dipegang sekuat tenaga,a-a-a-a,9,10,10,11,4,4,4,4
5412,syair indah tersebab rima\ndirenungi oleh para petapa\nilmu agama adalah utama\nilmu dunia tak boleh dilupa,syair indah tersebab rima\ndirenungi oleh para petapa,ilmu agama adalah utama\nilmu dunia tak boleh dilupa,a-a-a-a,9,11,11,11,4,4,4,5
5413,tabur bihun tepi perigi\nterbang merpati lalu melabuh\nbulan dan tahun berlalu pergi\ngenggamlah sejati terus berteguh,tabur bihun tepi perigi\nterbang merpati lalu melabuh,bulan dan tahun berlalu pergi\ngenggamlah sejati terus berteguh,a-b-a-b,9,10,10,11,4,4,5,4
5414,tadi sendal jepitnya hilang\nsaat tetangga pinjam buku\njangan mudah percaya kata orang\nbila mencintaiku percayalah aku,tadi sendal jepitnya hilang\nsaat tetangga pinjam buku,jangan mudah percaya kata orang\nbila mencintaiku percayalah aku,a-b-a-b,9,9,11,12,4,4,5,4
5415,tahanlah pondok dengan kayu\nuntuk tempat makan berdua\njangan pada bubar dahulu\nmari kita berdoa bersama,tahanlah pondok dengan kayu\nuntuk tempat makan berdua,jangan pada bubar dahulu\nmari kita berdoa bersama,a-b-a-b,9,9,9,10,4,4,4,4
5416,tahi lalat di dekat pipi\nsarapan pagi makan lontong\nkenakan baju dengan rapi\nrambut panjang mesti dipotong,tahi lalat di dekat pipi\nsarapan pagi makan lontong,kenakan baju dengan rapi\nrambut panjang mesti dipotong,a-b-a-b,9,9,9,9,5,4,4,4
5417,tahukah kamu buah kemumu\njenis mangga untuk jamu\ngiat belajar menuntut ilmu\nbelajar di sekolah tak pernah jemu,tahukah kamu buah kemumu\njenis mangga untuk jamu,giat belajar menuntut ilmu\nbelajar di sekolah tak pernah jemu,a-a-a-a,10,8,10,12,4,4,4,6
5418,tak ada kayu jadinya rotan\ntak ada nasi adanya ketan\nhormati guru sayangi teman\nitu namanya murid budiman,tak ada kayu jadinya rotan\ntak ada nasi adanya ketan,hormati guru sayangi teman\nitu namanya murid budiman,a-a-a-a,10,10,10,10,5,5,4,4
5419,"Tak berpayung, basahlah rambut\nBata lapuk kena tendangan\nBagaikan gayung tiada bersambut\nCinta bertepuk sebelah tangan","Tak berpayung, basahlah rambut\nBata lapuk kena tendangan",Bagaikan gayung tiada bersambut\nCinta bertepuk sebelah tangan,a-b-a-b,9,9,11,10,4,4,4,4
5420,tak gendong lagunya mbah surip\ndemi waktu lagunya pasha ungu\nselamat ulang tahun sobat karip\nselamat menua dan sukses selalu,tak gendong lagunya mbah surip\ndemi waktu lagunya pasha ungu,selamat ulang tahun sobat karip\nselamat menua dan sukses selalu,a-b-a-b,9,11,11,12,5,5,5,5
5421,tak hanya di indonesia\ndemo juga sampai di belgia\nkalau kamu memilih dia\nkamu sudah membuang yg setia,tak hanya di indonesia\ndemo juga sampai di belgia,kalau kamu memilih dia\nkamu sudah membuang yg setia,a-a-a-a,9,10,9,11,4,5,4,5
5422,tak selalu jalan rata\nadakalanya berkelok tak rata\naku tak lihai merangkai kata\nnamun aku sanggup membuatmu cinta,tak selalu jalan rata\nadakalanya berkelok tak rata,aku tak lihai merangkai kata\nnamun aku sanggup membuatmu cinta,a-a-a-a,8,11,10,12,4,4,5,5
5423,tak tampak lagi kemewahan rumahku\nhancurnya turut lukai sanubari\nluhur budi dalam berlaku\nsaling menghargai adalah kunci,tak tampak lagi kemewahan rumahku\nhancurnya turut lukai sanubari,luhur budi dalam berlaku\nsaling menghargai adalah kunci,a-b-a-b,12,11,9,10,5,4,4,4
5424,tali putus cobalah sambung\nbapak hansip bawa pentung\ntang ting tung yok kita nabung\ntang ting tung eh jangan dihitung,tali putus cobalah sambung\nbapak hansip bawa pentung,tang ting tung yok kita nabung\ntang ting tung eh jangan dihitung,a-a-a-a,9,8,8,9,4,4,6,6
5425,Tali sauh diikat kemas\nKapal besar di pelabuhan\nJika hidup mahu bernas\nGunakan akal dalam keputusan,Tali sauh diikat kemas\nKapal besar di pelabuhan,Jika hidup mahu bernas\nGunakan akal dalam keputusan,a-b-a-b,9,9,8,11,4,4,4,4
5426,tali temali dari kawat\napi unggun membuat hangat\nkalau badan kita kuat\npasti belajar makin semangat,tali temali dari kawat\napi unggun membuat hangat,kalau badan kita kuat\npasti belajar makin semangat,a-a-a-a,9,9,8,10,4,4,4,4
5427,taman bukan sembarang taman\ntaman indah suasana aman\nteman bukan sembarang teman\nteman hidup sepanjang zaman,taman bukan sembarang taman\ntaman indah suasana aman,teman bukan sembarang teman\nteman hidup sepanjang zaman,a-a-a-a,9,10,9,9,4,4,4,4
5428,taman bunga sungguh indah\ntempat berenang dingin airnya\njika hidup untuk beribadah\nhati tenang jiwa pun bahagia,taman bunga sungguh indah\ntempat berenang dingin airnya,jika hidup untuk beribadah\nhati tenang jiwa pun bahagia,a-b-a-b,8,9,10,11,4,4,4,5
5429,tampak cerah mentari pagi\nbersinar menerangi jagat raya\nhanya padamulah ku sandarkan hati\njaga setia abadi selamanya,tampak cerah mentari pagi\nbersinar menerangi jagat raya,hanya padamulah ku sandarkan hati\njaga setia abadi selamanya,a-b-a-b,9,11,12,12,4,4,5,4
5430,tampak kembang sedang mekar\nkekasih datang pulang berlayar\ngak perlu ngomong panjang lebar\ntagih hutang langsung dibayar,tampak kembang sedang mekar\nkekasih datang pulang berlayar,gak perlu ngomong panjang lebar\ntagih hutang langsung dibayar,a-a-a-a,8,10,9,9,4,4,5,4
5431,tampan rupawan anak pak lurah\nmerantau ke negeri sebelah\njangan malu jangan resah\nkami menyambut dengan ramah,tampan rupawan anak pak lurah\nmerantau ke negeri sebelah,jangan malu jangan resah\nkami menyambut dengan ramah,a-a-a-a,10,10,8,9,5,4,4,4
5432,tanah air adalah indonesia\nselalu membangun bangsa tanpa lelah\njika kau ingin hidup bahagia\nrajinlah sedekah karena allah,tanah air adalah indonesia\nselalu membangun bangsa tanpa lelah,jika kau ingin hidup bahagia\nrajinlah sedekah karena allah,a-b-a-b,12,12,11,11,4,5,5,4
5433,Tanah gembur harus ditandur\nBila ditanam amatlah subur\nWaktu subuh jangan tertidur\nDi sana berkah banyak ditabur,Tanah gembur harus ditandur\nBila ditanam amatlah subur,Waktu subuh jangan tertidur\nDi sana berkah banyak ditabur,a-a-a-a,9,10,9,10,4,4,4,5
5434,Tanah ini sangatlah subur\nCangkul sedikit terasa gembur\nJauhkan diri dari takabur\nIri dengki mesti dikubur,Tanah ini sangatlah subur\nCangkul sedikit terasa gembur,Jauhkan diri dari takabur\nIri dengki mesti dikubur,a-a-a-a,9,10,10,9,4,4,4,4
5435,tanah kering tanah belah\ntempat tumbuh pohon talas\nbersemangat pergi ke sekolah\nbelajar rajin jangan malas,tanah kering tanah belah\ntempat tumbuh pohon talas,bersemangat pergi ke sekolah\nbelajar rajin jangan malas,a-b-a-b,8,8,10,9,4,4,4,4
5436,tanah lembab ada kelabang\nekor kala untuk menusuk\nbukan aku menolak cinta abang\ntapi nafas abang bau busuk,tanah lembab ada kelabang\nekor kala untuk menusuk,bukan aku menolak cinta abang\ntapi nafas abang bau busuk,a-b-a-b,9,9,11,10,4,4,5,5
5437,tanah merah dibuat bata\nbata bagus mahal di harga\njangan suka mengejar harta\ndengan harta kejarlah sorga,tanah merah dibuat bata\nbata bagus mahal di harga,jangan suka mengejar harta\ndengan harta kejarlah sorga,a-a-a-a,9,9,9,9,4,5,4,4
5438,Tanah rata ditumbuhi kurma\nTanah rawa tidak beraroma\nKaya harta miskin agama\nPasti jiwa takkan seirama,Tanah rata ditumbuhi kurma\nTanah rawa tidak beraroma,Kaya harta miskin agama\nPasti jiwa takkan seirama,a-a-a-a,10,10,9,10,4,4,4,4
5439,tanah rawa tumbuh tomat\ndijual ke pasar satu ikat\nmeski tua tetap dihormat\nbila ilmu telah melekat,tanah rawa tumbuh tomat\ndijual ke pasar satu ikat,meski tua tetap dihormat\nbila ilmu telah melekat,a-a-a-a,8,10,9,9,4,5,4,4
