no,id_data_asli,jenis_pantun,pantun_asli_lengkap,sampiran_asli,isi_input_model,model,setting,setting_label,sampiran_generated,gen_line_count,isi_line_count,r_score,a_score,clr,suku_baris_1,suku_baris_2,suku_baris_3,suku_baris_4,dev_total,semantic_bridge_score_llm_1_5
80,2181,Pantun sosial dan kerukunan,"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa","Gendang dipalu bertalu-talu
Tari zapin di balai desa","Jika hidup mahu bersatu
Jaga rukun sesama bangsa",Gemini,zero_shot,Hasil Zero-shot,"Kayu jati diikat satu,
Hendak dijual ke Kota Rusa.",2,2,1,1.000000,0.000000,9,10,9,9,0,
52,1714,Pantun persahabatan,"Burung pipit terbang rendah
Hinggap sebentar di pohon cemara
Jika hati selalu ramah
Banyak sahabat datang menyapa","Burung pipit terbang rendah
Hinggap sebentar di pohon cemara","Jika hati selalu ramah
Banyak sahabat datang menyapa",Gemini,zero_shot,Hasil Zero-shot,"Indah mengembang bunga di rumah,
Memetik buah di pohon kelapa.",2,2,1,1.000000,0.000000,10,11,9,10,0,
24,5202,Pantun pendidikan,"Pergi ke pasar membeli talas
Tak lupa membeli buah duku
Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu","Pergi ke pasar membeli talas
Tak lupa membeli buah duku","Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu",Gemini,zero_shot,Hasil Zero-shot,"Tanam padi berdaun kemas
Bawa beras ke dalam perahu",2,2,1,1.000000,0.000000,9,10,10,11,0,
91,4536,Pantun teka-teki,"pagi hari menanak nasi
nasi bekal orang di sawah
cobalah terka pantunku ini
akar di atas pucuk di bawah","pagi hari menanak nasi
nasi bekal orang di sawah","cobalah terka pantunku ini
akar di atas pucuk di bawah",Gemini,zero_shot,Hasil Zero-shot,"Pergi ke sawah membawa benih,
Burung terbang di atas sawah.",2,2,0,1.000000,0.142857,10,9,10,10,0,
49,4346,Pantun cinta dan kasih,"ombak lembut mencium pantai
pasir putih terlukis senja
rindu ini tak pernah usai
seperti laut mencinta Samudra","ombak lembut mencium pantai
pasir putih terlukis senja","rindu ini tak pernah usai
seperti laut mencinta Samudra",Gemini,zero_shot,Hasil Zero-shot,"Pagi hari memetik serai
Bawa ke pasar di tepi muara",2,2,1,1.000000,0.000000,9,11,9,11,0,
77,1606,Pantun sosial dan kerukunan,"Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara
Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama","Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara","Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama",Gemini,zero_shot,Hasil Zero-shot,"Terbang rendah burung di dahan,
Hinggap sebentar di pohon kurma.",2,2,1,1.000000,0.000000,9,10,11,11,0,
78,4854,Pantun sosial dan kerukunan,"Pergi ke desa membawa padi
Padi ditumbuk jadi beras
Jika ingin hidup penuh budi
Hormati sesama tanpa membalas","Pergi ke desa membawa padi
Padi ditumbuk jadi beras","Jika ingin hidup penuh budi
Hormati sesama tanpa membalas",Gemini,zero_shot,Hasil Zero-shot,"Indah mekarnya bunga keladi,
Kain ditenun berbidang luas.",2,2,1,1.000000,0.000000,10,10,10,11,0,
8,120,Pantun nasihat dan budi pekerti,"Air hujan turun ke ladang
Menyuburkan padi di sawah
Jika hidup ingin tenang
Jangan suka mencari salah","Air hujan turun ke ladang
Menyuburkan padi di sawah","Jika hidup ingin tenang
Jangan suka mencari salah",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Kebun bunga tempat bunga bermekar
Berwarna-warni dan harum baunya",2,2,0,1.000000,0.000000,11,10,8,9,0,
53,1337,Pantun persahabatan,"Bunga kenanga disemat dara
Harumnya lembut dibawa angin
Jika hati penuh setia
Persahabatan kekal terjalin","Bunga kenanga disemat dara
Harumnya lembut dibawa angin","Jika hati penuh setia
Persahabatan kekal terjalin",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Setiap langkah jalan penuh
Kasih sayang tanpa berbelit",2,2,0,1.000000,0.142857,9,9,9,10,0,
81,950,Pantun perpisahan dan perantauan,"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara","berburu belut ke tepi sawah
segera pulang hari pun senja","baru seminggu kita berpisah
rindu di hati telah membara",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Niat baik hati teman yang kuat
Rindu di dalam masih membara",2,2,0,1.000000,0.428571,11,10,10,10,0,
49,4346,Pantun cinta dan kasih,"ombak lembut mencium pantai
pasir putih terlukis senja
rindu ini tak pernah usai
seperti laut mencinta Samudra","ombak lembut mencium pantai
pasir putih terlukis senja","rindu ini tak pernah usai
seperti laut mencinta Samudra",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Rindu ini tak pernah usai
Seperti laut mencinta Samudra",2,2,1,1.000000,1.000000,9,11,9,11,0,
19,1542,Pantun agama,"Burung elang terbang melingkar
Mengawasi lembah dan hutan
Jika ingin hidup tak gentar
Perkuat iman dan keyakinan","Burung elang terbang melingkar
Mengawasi lembah dan hutan","Jika ingin hidup tak gentar
Perkuat iman dan keyakinan",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Hutan lebat tempat burung berkicau
Menyanyikan lagu-lagu khas petangnya",2,2,0,1.000000,0.000000,11,12,9,10,0,
38,3270,Pantun kiasan dan peribahasa,"Ke pasar membeli kain sutra
Tak lupa bunga kenanga wangi
Ilmu tanpa akhlak percuma
Bagaikan raga tanpa rohani","Ke pasar membeli kain sutra
Tak lupa bunga kenanga wangi","Ilmu tanpa akhlak percuma
Bagaikan raga tanpa rohani",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Ilmu tanpa akhlak percuma
Bagaikan raga tanpa rohani",2,2,1,1.000000,1.000000,9,10,9,10,0,
3,3264,Pantun nasihat dan budi pekerti,"Ke pasar membeli buah duku
Duku manis rasanya segar
Jika hidup ingin bermutu
Jujur dan amanah harus dipagar","Ke pasar membeli buah duku
Duku manis rasanya segar","Jika hidup ingin bermutu
Jujur dan amanah harus dipagar",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Hutan lebat tempat burung berkicau
Dengan sari manis, kaya akan rahmat",2,2,0,1.000000,0.000000,11,12,9,11,0,
96,4036,Pantun anak-anak,"menanam bunga membuat taman
akan indah laksana bintang
bermain layanglayang bersama teman
lupa waktu hampir petang","menanam bunga membuat taman
akan indah laksana bintang","bermain layanglayang bersama teman
lupa waktu hampir petang",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Tanaman kopi berbuah melimpah
Lupa waktu hampir petang",2,2,0,1.000000,0.500000,11,8,12,8,0,
74,1729,Pantun kebangsaan,"Burung serindit menyisir awan
Hinggap sebentar di dahan sena
Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda","Burung serindit menyisir awan
Hinggap sebentar di dahan sena","Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Tetap menjaga amanah
Kita akan mendapatkan kebahagiaan",2,2,0,0.748293,0.142857,8,14,10,10,2,
11,1343,Pantun nasihat dan budi pekerti,"Bunga kenanga harum baunya
Disimpan rapi di dalam peti
Jika ingin hidup mulia
Jujur selalu dalam hati","Bunga kenanga harum baunya
Disimpan rapi di dalam peti","Jika ingin hidup mulia
Jujur selalu dalam hati",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Hutan lebat tempat hewan bergembira
Mengalami kebahagiaan hidup yang damai",2,2,0,0.674969,0.142857,12,15,9,9,3,
54,6148,Pantun persahabatan,"Sirih kuning dalam tempayan
Air jernih penuh isinya
Jika hidup mahu berteman
Ikhlaskan hati dalam segalanya","Sirih kuning dalam tempayan
Air jernih penuh isinya","Jika hidup mahu berteman
Ikhlaskan hati dalam segalanya",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Sejak kecil di bumi biru
Hidup dengan ikhlaslah menyayangi",2,2,0,1.000000,0.142857,9,11,9,11,0,
93,1014,Pantun teka-teki,"berpindah tempat ke kota medan
jangan lupa membawa baju
kakiku empat tak punya badan
coba tebak siapakah aku","berpindah tempat ke kota medan
jangan lupa membawa baju","kakiku empat tak punya badan
coba tebak siapakah aku",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Langit cerah dan matahari bersinar
Coba tebak siapakah aku",2,2,0,1.000000,0.375000,12,10,10,10,0,
60,1710,Pantun bakti keluarga,"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu","Burung pipit terbang rendah
Hinggap manis di atas batu","Jika ingin hidup berkah
Hormati ayah dan ibu",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Menghormati ayah dan ibu
Jika ingin kehidupan selamat",2,2,0,1.000000,0.571429,9,11,8,8,0,
48,1170,Pantun cinta dan kasih,"Buah kuini jatuh tercampak
Jatuh menimpa bunga selasih
Biar bertahun dilambung ombak
Tidak ku lupa pada yang kasih","Buah kuini jatuh tercampak
Jatuh menimpa bunga selasih","Biar bertahun dilambung ombak
Tidak ku lupa pada yang kasih",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Biar bertahun dilambung ombak
Tidak ku lupa pada yang kasih",2,2,1,1.000000,1.000000,10,10,10,10,0,
65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi","Kalau ingin hidup bahagia
Jaga hati dari dengki",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Menjaga hati dari dengki
Hidup bahagia tanpa bermegah",2,2,0,1.000000,0.571429,9,11,10,8,0,
46,3362,Pantun cinta dan kasih,"Ke taman bunga membeli mawar
Harumnya semerbak menawan hati
Rindu padamu kian berputar
Kasih terikat janji sejati","Ke taman bunga membeli mawar
Harumnya semerbak menawan hati","Rindu padamu kian berputar
Kasih terikat janji sejati",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Rindu padamu kian berputar
Kasih terikat janji sejati",2,2,1,1.000000,1.000000,10,10,10,10,0,
91,4536,Pantun teka-teki,"pagi hari menanak nasi
nasi bekal orang di sawah
cobalah terka pantunku ini
akar di atas pucuk di bawah","pagi hari menanak nasi
nasi bekal orang di sawah","cobalah terka pantunku ini
akar di atas pucuk di bawah",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Pohon kelapa tumbuh subur dan kuat
Akar di atas pucuk di bawah",2,2,0,1.000000,0.571429,12,10,10,10,0,
7,5357,Pantun nasihat dan budi pekerti,"Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah
Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah","Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah","Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Hutan rimba tempat hewan bergembira
Mengalami kebahagiaan hidup yang damai",2,2,0,0.674969,0.100000,12,15,10,12,3,
25,5518,Pantun pendidikan,"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh","Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Di tengah sawah tinggi di taman
Hidup harmonis dan bahagia selalu",2,2,0,0.852344,0.125000,10,13,11,11,1,
55,2138,Pantun persahabatan,"Embun pagi jatuh setitis
Menyapa bunga di tepi jalan
Tutur santun wajah yang manis
Menenangkan hati mengikat kawan","Embun pagi jatuh setitis
Menyapa bunga di tepi jalan","Tutur santun wajah yang manis
Menenangkan hati mengikat kawan",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Teman tersayang yang manis
Terus menghibur dan melayani",2,2,0,1.000000,0.125000,8,10,9,11,0,
41,6406,Pantun cinta dan kasih,"Tenang-tenang air di laut
Sampan kolek mudik ke tanjung
Hati terkenang mulut menyebut
Rindu kini tiada penghujung","Tenang-tenang air di laut
Sampan kolek mudik ke tanjung","Hati terkenang mulut menyebut
Rindu kini tiada penghujung",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Hati terkenang mulut menyebut
Rindu kini tiada penghujung",2,2,1,1.000000,1.000000,10,10,10,10,0,
99,4583,Pantun anak-anak,"pagi ini membaca koran
baca berita orang hilang
bermain kejarkejaran
badan sehat hati pun senang","pagi ini membaca koran
baca berita orang hilang","bermain kejarkejaran
badan sehat hati pun senang",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Tanaman sawah berwarna hijau
Badan sehat hati pun senang",2,2,0,1.000000,0.666667,10,9,8,9,0,
10,3176,Pantun nasihat dan budi pekerti,"Ke kebun bunga memetik mawar
Mawar merah harum baunya
Jika ingin hidup terasa segar
Syukuri nikmat sepanjang usia","Ke kebun bunga memetik mawar
Mawar merah harum baunya","Jika ingin hidup terasa segar
Syukuri nikmat sepanjang usia",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Di tengah kebun tinggi di taman
Bunga mawar tumbuh bersemi-sembunyi",2,2,0,1.000000,0.000000,10,12,11,11,0,
83,1397,Pantun perpisahan dan perantauan,"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku","bunga melati di tepi sawah
cantik elok di dekat batu","jika nanti kita berpisah
jangan pernah lupakan aku",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Bunga melati tumbuh di bumi
Jangan pernah lupakan aku",2,2,0,1.000000,0.500000,10,9,9,9,0,
33,4327,Pantun adat dan budaya,"Ombak beralun di Kuala Tanjung
Perahu nelayan pulang ke hulu
Jika adat sentiasa dijunjung
Hilang sengketa hidup bersatu","Ombak beralun di Kuala Tanjung
Perahu nelayan pulang ke hulu","Jika adat sentiasa dijunjung
Hilang sengketa hidup bersatu",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Jika adat sentiasa dijunjung
Hilang sengketa hidup bersatu",2,2,1,1.000000,1.000000,11,10,11,10,0,
22,4434,Pantun pendidikan,"Pagi cerah memetik mawar
Harumnya sampai ke halaman
Ilmu dicari dengan sabar
Supaya hidup penuh harapan","Pagi cerah memetik mawar
Harumnya sampai ke halaman","Ilmu dicari dengan sabar
Supaya hidup penuh harapan",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Hidup yang memiliki harapan
Membuat jalan menuju kebahagiaan terbuka",2,2,0,0.586887,0.285714,10,17,9,10,5,
94,3938,Pantun teka-teki,"mata mengantuk langsung terpejam
sudah tidur semua terlupa
matanya satu kakinya tajam
cobalah tebak benda apa","mata mengantuk langsung terpejam
sudah tidur semua terlupa","matanya satu kakinya tajam
cobalah tebak benda apa",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"matanya satu kakinya tajam
cobalah tebak benda apa",2,2,1,1.000000,1.000000,10,9,10,9,0,
97,6235,Pantun anak-anak,"sungguh indah bunga mawar
harum semerbak di tepi taman
setelah bermain bersihkan kamar
jangan sampai berantakan","sungguh indah bunga mawar
harum semerbak di tepi taman","setelah bermain bersihkan kamar
jangan sampai berantakan",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"setelah bermain bersihkan kamar
jangan sampai berantakan",2,2,1,1.000000,1.000000,11,8,11,8,0,
12,315,Pantun nasihat dan budi pekerti,"Anak dara menampi padi
Angin bertiup perlahan-lahan
Jika ingin hidup terpuji
Utamakan budi dalam pergaulan","Anak dara menampi padi
Angin bertiup perlahan-lahan","Jika ingin hidup terpuji
Utamakan budi dalam pergaulan",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Budi utama membuat perbuatan
Puji-puji dari orang yang lain",2,2,0,1.000000,0.142857,12,11,9,11,0,
11,1343,Pantun nasihat dan budi pekerti,"Bunga kenanga harum baunya
Disimpan rapi di dalam peti
Jika ingin hidup mulia
Jujur selalu dalam hati","Bunga kenanga harum baunya
Disimpan rapi di dalam peti","Jika ingin hidup mulia
Jujur selalu dalam hati",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Hati jujur membawa berkah
Membuat rupa diri mulia",2,2,0,1.000000,0.428571,9,10,9,9,0,
50,1442,Pantun persahabatan,"Bunga tanjung di halaman
Harumnya semerbak kala senja
Jika ingin dihormati teman
Bersikap rendah hati sentiasa","Bunga tanjung di halaman
Harumnya semerbak kala senja","Jika ingin dihormati teman
Bersikap rendah hati sentiasa",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Jika kamu ingin dihargai dan dihormati oleh orang lain
Selalulah bersikap rendah hati dan hormat kepada mereka",2,2,0,0.501849,0.750000,20,20,10,11,16,
68,3263,Pantun kehidupan dan renungan,"Ke pasar membeli beras
Tak lupa membeli kelapa
Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya","Ke pasar membeli beras
Tak lupa membeli kelapa","Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya",2,2,1,1.000000,1.000000,10,12,10,12,0,
4,4515,Pantun nasihat dan budi pekerti,"Pagi hari memetik mangga
Burung kecil hinggap di pagar
Jika ingin hidup bahagia
Bersikap jujur dan sabar","Pagi hari memetik mangga
Burung kecil hinggap di pagar","Jika ingin hidup bahagia
Bersikap jujur dan sabar",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Hati sabar membuat selalu
Bahagia bersama yang lain",2,2,0,1.000000,0.285714,10,10,10,8,0,
91,4536,Pantun teka-teki,"pagi hari menanak nasi
nasi bekal orang di sawah
cobalah terka pantunku ini
akar di atas pucuk di bawah","pagi hari menanak nasi
nasi bekal orang di sawah","cobalah terka pantunku ini
akar di atas pucuk di bawah",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"cobalah terka pantunku ini
akar di atas pucuk di bawah",2,2,1,1.000000,1.000000,10,10,10,10,0,
10,3176,Pantun nasihat dan budi pekerti,"Ke kebun bunga memetik mawar
Mawar merah harum baunya
Jika ingin hidup terasa segar
Syukuri nikmat sepanjang usia","Ke kebun bunga memetik mawar
Mawar merah harum baunya","Jika ingin hidup terasa segar
Syukuri nikmat sepanjang usia",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Nikmat yang didapat membuat
Segar hati dengan kaya raya",2,2,0,1.000000,0.222222,9,10,11,11,0,
2,185,Pantun nasihat dan budi pekerti,"Air telaga ditimba petang
Disimpan dalam kendi tua
Jika ingin hidup dikenang
Budi baik jadi pusaka","Air telaga ditimba petang
Disimpan dalam kendi tua","Jika ingin hidup dikenang
Budi baik jadi pusaka",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Budi baik membuat terkenal
Hidup tak pernah dilupakan",2,2,0,1.000000,0.428571,10,9,9,9,0,
35,2330,Pantun kiasan dan peribahasa,"hendak berlayar hari dah petang
tepikan biduk kucutkan sampan
tak kenal maka tak sayang
marilah kita berkenalan","hendak berlayar hari dah petang
tepikan biduk kucutkan sampan","tak kenal maka tak sayang
marilah kita berkenalan",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Kenali satu sama lain untuk mencintai
Agar hidup dipenuhi dengan kasih sayang",2,2,0,0.623298,0.166667,14,14,8,9,4,
41,6406,Pantun cinta dan kasih,"Tenang-tenang air di laut
Sampan kolek mudik ke tanjung
Hati terkenang mulut menyebut
Rindu kini tiada penghujung","Tenang-tenang air di laut
Sampan kolek mudik ke tanjung","Hati terkenang mulut menyebut
Rindu kini tiada penghujung",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Rasa rindu terus mengingatkan kenangan manis
Tidak ada akhirnya, karena cinta selalu abadi",2,2,0,0.521426,0.125000,15,18,10,10,9,
62,2305,Pantun bakti keluarga,"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang","Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang","Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang",2,2,1,1.000000,1.000000,11,12,11,12,0,
53,1337,Pantun persahabatan,"Bunga kenanga disemat dara
Harumnya lembut dibawa angin
Jika hati penuh setia
Persahabatan kekal terjalin","Bunga kenanga disemat dara
Harumnya lembut dibawa angin","Jika hati penuh setia
Persahabatan kekal terjalin",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Hati penuh setia
Persahabatan kekal terjalin",2,2,1,0.852344,0.857143,7,10,9,10,1,
14,2129,Pantun agama,"Embun pagi berkilau jernih
Menyentuh pucuk padi di huma
Jika iman sentiasa bersih
Damailah hidup sepanjang masa","Embun pagi berkilau jernih
Menyentuh pucuk padi di huma","Jika iman sentiasa bersih
Damailah hidup sepanjang masa",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Iman yang jujur membuat hati
Bersih dan selalu dalam ketaatan",2,2,0,1.000000,0.250000,10,12,10,10,0,
16,6428,Pantun agama,"terang bulan terang bercahaya
cahaya memancar ke tanjung jati
jikalau hendak hidup bahagia
beramal ibadah sebelum mati","terang bulan terang bercahaya
cahaya memancar ke tanjung jati","jikalau hendak hidup bahagia
beramal ibadah sebelum mati",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Bergembira hati dalam beribadah
Membuat hidup penuh bahagia",2,2,0,1.000000,0.250000,12,11,11,11,0,
39,5861,Pantun kiasan dan peribahasa,"sampan perahu mengejar kayak
dari hulu tak kenakena
dusta itu bagaikan riak
membuat hati gundah gulana","sampan perahu mengejar kayak
dari hulu tak kenakena","dusta itu bagaikan riak
membuat hati gundah gulana",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Kegiatan berbohong seperti ombak yang membentur
Membuat hati seseorang menjadi bingung dan gundah",2,2,0,0.521426,0.428571,16,17,9,10,9,
65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi","Kalau ingin hidup bahagia
Jaga hati dari dengki",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Kalau ingin hidup bahagia
Jaga hati dari dengki",2,2,1,1.000000,1.000000,10,8,10,8,0,
27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat","ilmu sejati lahir dari hening
dan hati yang tulus berniat",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Dengan diam terdengarlah suara
Hati yang tulus penuh kasih sayang",2,2,0,1.000000,0.285714,11,11,11,9,0,
32,1931,Pantun adat dan budaya,"Daun selasih di tepi laman
Disiram embun waktu fajar
Budi bahasa jadi pegangan
Agar hidup sentiasa wajar","Daun selasih di tepi laman
Disiram embun waktu fajar","Budi bahasa jadi pegangan
Agar hidup sentiasa wajar",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Agar hidup selalu sejahtera dan bahagia
Peganglah budi dan adat sebagai pedoman",2,2,0,0.561228,0.333333,16,14,10,10,6,
34,2139,Pantun adat dan budaya,"Embun perak di hujung dedalu
Bayu timur menyentuh seloka
Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa","Embun perak di hujung dedalu
Bayu timur menyentuh seloka","Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Ingatlah jati diri sebagai bangsa
Jaga tradisi leluhur sejak awal mula",2,2,0,0.748293,0.250000,12,14,11,9,2,
42,1635,Pantun cinta dan kasih,"Burung merpati terbang berdua
Menyusuri awan indah berlapis
Kasih dan sayang mari terjaga
Cinta abadi tak pernah habis","Burung merpati terbang berdua
Menyusuri awan indah berlapis","Kasih dan sayang mari terjaga
Cinta abadi tak pernah habis",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Jaga kasih sayang agar tetap utuh dan tidak hilang
Cintamu akan menjadi abadi seumur hidup",2,2,0,0.521426,0.333333,17,16,10,10,9,
93,1014,Pantun teka-teki,"berpindah tempat ke kota medan
jangan lupa membawa baju
kakiku empat tak punya badan
coba tebak siapakah aku","berpindah tempat ke kota medan
jangan lupa membawa baju","kakiku empat tak punya badan
coba tebak siapakah aku",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"kakiku empat tak punya badan
coba tebak siapakah aku",2,2,1,1.000000,1.000000,10,10,10,10,0,
36,5563,Pantun kiasan dan peribahasa,"pohon kelapa ditanam disana
berdekatan dengan pohon kenari
peran ibu bapak dalam dunia
bagaikan bulan dan matahari","pohon kelapa ditanam disana
berdekatan dengan pohon kenari","peran ibu bapak dalam dunia
bagaikan bulan dan matahari",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Ibu dan Bapak adalah sumber cinta abadi
Bercahaya dan berpendar seperti bulan dan matahari",2,2,0,0.521426,0.571429,15,18,11,10,9,
20,1706,Pantun agama,"Burung pipit terbang ke rawa
Mencari makan di antara padi
Jika hidup penuh doa
Hati tenang setiap hari","Burung pipit terbang ke rawa
Mencari makan di antara padi","Jika hidup penuh doa
Hati tenang setiap hari",Sailor2,few_shot,Hasil Few-shot,"Laut biru dengan ombak lembut bergerak,
Doa tulus, jiwa pun tenang dan damai.",2,2,0,0.852344,0.250000,13,12,8,9,1,
60,1710,Pantun bakti keluarga,"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu","Burung pipit terbang rendah
Hinggap manis di atas batu","Jika ingin hidup berkah
Hormati ayah dan ibu",Sailor2,few_shot,Hasil Few-shot,"Matahari pagi menyinari bumi,
Hormat kepada orang tua memperkaya hati.",2,2,0,0.674969,0.000000,12,15,8,8,3,
29,6149,Pantun adat dan budaya,"Sirih kuning disusun rapi
Pinang dibelah dua bahagian
Jika hidup ingin diberkati
Pelihara adat dan pegangan","Sirih kuning disusun rapi
Pinang dibelah dua bahagian","Jika hidup ingin diberkati
Pelihara adat dan pegangan",Sailor2,few_shot,Hasil Few-shot,"Taman pusaka dijaga ketat,
Berkah hidup tumbuh mekar tiada henti.",2,2,0,0.852344,0.142857,10,13,10,10,1,
98,3679,Pantun anak-anak,"laut luas tempat berenang
hutan hijau tempat si rusa
bermain layangan hatiku senang
bersama tiupan angin desa","laut luas tempat berenang
hutan hijau tempat si rusa","bermain layangan hatiku senang
bersama tiupan angin desa",Sailor2,few_shot,Hasil Few-shot,"Layangan diterbangkan angin desa,
Hati riang merasakan kebebasan jiwa.",2,2,0,0.748293,0.375000,11,14,11,10,2,
93,1014,Pantun teka-teki,"berpindah tempat ke kota medan
jangan lupa membawa baju
kakiku empat tak punya badan
coba tebak siapakah aku","berpindah tempat ke kota medan
jangan lupa membawa baju","kakiku empat tak punya badan
coba tebak siapakah aku",Sailor2,few_shot,Hasil Few-shot,"Aku tak berbadan kakiku empat,
Seekor laba-laba si penenun jaring.",2,2,0,0.852344,0.375000,11,13,10,10,1,
65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi","Kalau ingin hidup bahagia
Jaga hati dari dengki",Sailor2,few_shot,Hasil Few-shot,"Bulan purnama di malam tenang,
Hati bersih membawa kebahagiaan.",2,2,0,0.852344,0.142857,10,13,10,8,1,
