isi_input_model;sampiran_generated;semantic_bridge_score_llm_1_5;score_source;no;id_data_asli;jenis_pantun;pantun_asli_lengkap;sampiran_asli;model;setting;setting_label;gen_line_count;isi_line_count;r_score;a_score;clr;suku_baris_1;suku_baris_2;suku_baris_3;suku_baris_4;dev_total
"banyak harta miskin ilmu
bagai rumah tidak berdinding";"Ke bukit tinggi memetik jamu
Bawa galah di bambu kuning";4;manual_pending;40;6548;Pantun kiasan dan peribahasa;"tumbuh merata pohon tebu
pergi ke pasar membeli daging
banyak harta miskin ilmu
bagai rumah tidak berdinding";"tumbuh merata pohon tebu
pergi ke pasar membeli daging";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;9;8;9;0
"banyak harta miskin ilmu
bagai rumah tidak berdinding";"Naik perahu membeli jamu,
Hinggap burung di atas ranting.";3;manual_pending;40;6548;Pantun kiasan dan peribahasa;"tumbuh merata pohon tebu
pergi ke pasar membeli daging
banyak harta miskin ilmu
bagai rumah tidak berdinding";"tumbuh merata pohon tebu
pergi ke pasar membeli daging";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;9;8;9;0
"banyak harta miskin ilmu
bagai rumah tidak berdinding";"Pergi ke pasar membeli batu
Lonceng tua berbunyi berdenting";2;manual_pending;40;6548;Pantun kiasan dan peribahasa;"tumbuh merata pohon tebu
pergi ke pasar membeli daging
banyak harta miskin ilmu
bagai rumah tidak berdinding";"tumbuh merata pohon tebu
pergi ke pasar membeli daging";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;8;9;0
"banyak harta miskin ilmu
bagai rumah tidak berdinding";"Pergi ke pasar membeli tebu
Air mengalir jernih dan bening";3;manual_pending;40;6548;Pantun kiasan dan peribahasa;"tumbuh merata pohon tebu
pergi ke pasar membeli daging
banyak harta miskin ilmu
bagai rumah tidak berdinding";"tumbuh merata pohon tebu
pergi ke pasar membeli daging";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;8;9;0
"banyak harta miskin ilmu
bagai rumah tidak berdinding";"Mahkota pengetahuan dan budi pekerti,
Membina benteng kokoh dalam diri.";2;manual_pending;40;6548;Pantun kiasan dan peribahasa;"tumbuh merata pohon tebu
pergi ke pasar membeli daging
banyak harta miskin ilmu
bagai rumah tidak berdinding";"tumbuh merata pohon tebu
pergi ke pasar membeli daging";Sailor2;few_shot;Hasil Few-shot;2;2;0;748293;0;14;11;8;9;2
"Hati terkenang mulut menyebut
Rindu kini tiada penghujung";"Burung tempua membuat rebut
Perahu berlayar ke hujung";1;manual_pending;41;6406;Pantun cinta dan kasih;"Tenang-tenang air di laut
Sampan kolek mudik ke tanjung
Hati terkenang mulut menyebut
Rindu kini tiada penghujung";"Tenang-tenang air di laut
Sampan kolek mudik ke tanjung";Chat-GPT;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;9;10;10;0
"Hati terkenang mulut menyebut
Rindu kini tiada penghujung";"Pasang surut air di laut
Burung camar terbang ke gunung";4;manual_pending;41;6406;Pantun cinta dan kasih;"Tenang-tenang air di laut
Sampan kolek mudik ke tanjung
Hati terkenang mulut menyebut
Rindu kini tiada penghujung";"Tenang-tenang air di laut
Sampan kolek mudik ke tanjung";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;9;10;10;0
"Hati terkenang mulut menyebut
Rindu kini tiada penghujung";"Kalau berpantun jangan lupa sebut
Pergi mendaki ke atas gunung";1;manual_pending;41;6406;Pantun cinta dan kasih;"Tenang-tenang air di laut
Sampan kolek mudik ke tanjung
Hati terkenang mulut menyebut
Rindu kini tiada penghujung";"Tenang-tenang air di laut
Sampan kolek mudik ke tanjung";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;10;10;10;0
"Hati terkenang mulut menyebut
Rindu kini tiada penghujung";"Ikan gabus di dalam laut
Camar terbang menuju kampung";3;manual_pending;41;6406;Pantun cinta dan kasih;"Tenang-tenang air di laut
Sampan kolek mudik ke tanjung
Hati terkenang mulut menyebut
Rindu kini tiada penghujung";"Tenang-tenang air di laut
Sampan kolek mudik ke tanjung";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;9;10;10;0
"Hati terkenang mulut menyebut
Rindu kini tiada penghujung";"Lisan ingatan selalu memanggil,
Rasa yang mendalam tidakkan tergantikan.";2;manual_pending;41;6406;Pantun cinta dan kasih;"Tenang-tenang air di laut
Sampan kolek mudik ke tanjung
Hati terkenang mulut menyebut
Rindu kini tiada penghujung";"Tenang-tenang air di laut
Sampan kolek mudik ke tanjung";DeepSeek-R1;zero_shot;Hasil Zero-shot;2;2;0;852344;0;11;13;10;10;1
"Kasih dan sayang mari terjaga
Cinta abadi tak pernah habis";"Tinggi menjulang si pohon naga
Tumbuh subur di dekat gerimis";2;manual_pending;42;1635;Pantun cinta dan kasih;"Burung merpati terbang berdua
Menyusuri awan indah berlapis
Kasih dan sayang mari terjaga
Cinta abadi tak pernah habis";"Burung merpati terbang berdua
Menyusuri awan indah berlapis";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;10;10;0
"Kasih dan sayang mari terjaga
Cinta abadi tak pernah habis";"Tumbuh rindang pohon mangga,
Disiram hujan hingga gerimis.";3;manual_pending;42;1635;Pantun cinta dan kasih;"Burung merpati terbang berdua
Menyusuri awan indah berlapis
Kasih dan sayang mari terjaga
Cinta abadi tak pernah habis";"Burung merpati terbang berdua
Menyusuri awan indah berlapis";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;8;10;10;10;0
"jika kamu menaruh kasih
langsung kita ke pelaminan";"Berlayar jauh mencari selasih
Bawa pulang ke tengah halaman";5;manual_pending;43;1414;Pantun cinta dan kasih;"bunga melati warnanya putih
tertiup angin dibasuh hujan
jika kamu menaruh kasih
langsung kita ke pelaminan";"bunga melati warnanya putih
tertiup angin dibasuh hujan";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;10;9;9;0
"jika kamu menaruh kasih
langsung kita ke pelaminan";"Bunga melur harum berseri putih
Sudah lama menanti di jalan";4;manual_pending;43;1414;Pantun cinta dan kasih;"bunga melati warnanya putih
tertiup angin dibasuh hujan
jika kamu menaruh kasih
langsung kita ke pelaminan";"bunga melati warnanya putih
tertiup angin dibasuh hujan";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;10;9;9;0
"jika kamu menaruh kasih
langsung kita ke pelaminan";"Cinta bersemi dalam ikatan janji,
Kebahagiaan abadi di hari suci.";2;manual_pending;43;1414;Pantun cinta dan kasih;"bunga melati warnanya putih
tertiup angin dibasuh hujan
jika kamu menaruh kasih
langsung kita ke pelaminan";"bunga melati warnanya putih
tertiup angin dibasuh hujan";Sailor2;few_shot;Hasil Few-shot;2;2;0;748293;0;12;14;9;9;2
"Jika rindu datang bertalu
Mengapa engkau tak beri jawaban";"Hujan turun berderai selalu
Basah kuyup di tengah jalan";3;manual_pending;44;1599;Pantun cinta dan kasih;"Burung kenari bersuara sendu
Di pohon ara tepi halaman
Jika rindu datang bertalu
Mengapa engkau tak beri jawaban";"Burung kenari bersuara sendu
Di pohon ara tepi halaman";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;9;9;11;0
"Jika rindu datang bertalu
Mengapa engkau tak beri jawaban";"Angin berhembus terasa pilu,
Melihat perahu di tepi lautan.";3;manual_pending;44;1599;Pantun cinta dan kasih;"Burung kenari bersuara sendu
Di pohon ara tepi halaman
Jika rindu datang bertalu
Mengapa engkau tak beri jawaban";"Burung kenari bersuara sendu
Di pohon ara tepi halaman";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;11;9;11;0
"Jika rindu datang bertalu
Mengapa engkau tak beri jawaban";"Kalau berjalan cepat berlalu
Di langit tinggi berarak awan";3;manual_pending;44;1599;Pantun cinta dan kasih;"Burung kenari bersuara sendu
Di pohon ara tepi halaman
Jika rindu datang bertalu
Mengapa engkau tak beri jawaban";"Burung kenari bersuara sendu
Di pohon ara tepi halaman";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;9;11;0
"Jika rindu datang bertalu
Mengapa engkau tak beri jawaban";"Dengan sabar menanti panggilan asmara,
Cinta kita tetap utuh selamanya.";2;manual_pending;44;1599;Pantun cinta dan kasih;"Burung kenari bersuara sendu
Di pohon ara tepi halaman
Jika rindu datang bertalu
Mengapa engkau tak beri jawaban";"Burung kenari bersuara sendu
Di pohon ara tepi halaman";Sailor2;few_shot;Hasil Few-shot;2;2;0;852344;0;13;12;9;11;1
"Jika rindu bukan sengketa
Mengapa hati terus bergoncang";"Tinggi menjulang bukit permata,
Tampak burung terbang melayang.";3;manual_pending;45;1660;Pantun cinta dan kasih;"Burung nuri hinggap di sena
Menyisir bulu waktu petang
Jika rindu bukan sengketa
Mengapa hati terus bergoncang";"Burung nuri hinggap di sena
Menyisir bulu waktu petang";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;9;9;10;0
"Jika rindu bukan sengketa
Mengapa hati terus bergoncang";"Anak ayam berlari ke rimba
Ombak berdebur di tepi karang";2;manual_pending;45;1660;Pantun cinta dan kasih;"Burung nuri hinggap di sena
Menyisir bulu waktu petang
Jika rindu bukan sengketa
Mengapa hati terus bergoncang";"Burung nuri hinggap di sena
Menyisir bulu waktu petang";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;9;10;0
"Jika rindu bukan sengketa
Mengapa hati terus bergoncang";"Sebuah puisi cinta berbisik lembut,
Kita saling merindukan tanpa ragu.";1;manual_pending;45;1660;Pantun cinta dan kasih;"Burung nuri hinggap di sena
Menyisir bulu waktu petang
Jika rindu bukan sengketa
Mengapa hati terus bergoncang";"Burung nuri hinggap di sena
Menyisir bulu waktu petang";Sailor2;few_shot;Hasil Few-shot;2;2;0;852344;0;13;12;9;10;1
"Rindu padamu kian berputar
Kasih terikat janji sejati";"Perahu nelayan berlayar besar
Kain sutra halus berseri";3;manual_pending;46;3362;Pantun cinta dan kasih;"Ke taman bunga membeli mawar
Harumnya semerbak menawan hati
Rindu padamu kian berputar
Kasih terikat janji sejati";"Ke taman bunga membeli mawar
Harumnya semerbak menawan hati";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;9;10;10;0
"Rindu padamu kian berputar
Kasih terikat janji sejati";"Taman asmara mekar dalam kenangan,
Cinta abadi selamanya bersemi.";2;manual_pending;46;3362;Pantun cinta dan kasih;"Ke taman bunga membeli mawar
Harumnya semerbak menawan hati
Rindu padamu kian berputar
Kasih terikat janji sejati";"Ke taman bunga membeli mawar
Harumnya semerbak menawan hati";Sailor2;few_shot;Hasil Few-shot;2;2;0;1000000;0;12;12;10;10;0
"sabar sayang abang kan pulang
ada jodoh tidak akan ke mana";"Anak ayam melompat di keranjang
Bawa umpan ke tengah pesona";3;manual_pending;47;4689;Pantun cinta dan kasih;"pasar sawang beli lawang
salak pondoh sepat rasanya
sabar sayang abang kan pulang
ada jodoh tidak akan ke mana";"pasar sawang beli lawang
salak pondoh sepat rasanya";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;10;9;11;0
"sabar sayang abang kan pulang
ada jodoh tidak akan ke mana";"Terbang tinggi si burung elang,
Singgah sebentar di tepi buana.";4;manual_pending;47;4689;Pantun cinta dan kasih;"pasar sawang beli lawang
salak pondoh sepat rasanya
sabar sayang abang kan pulang
ada jodoh tidak akan ke mana";"pasar sawang beli lawang
salak pondoh sepat rasanya";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;11;9;11;0
"sabar sayang abang kan pulang
ada jodoh tidak akan ke mana";"Camar putih terbang melayang
Jauh dekat tetap saudara";2;manual_pending;47;4689;Pantun cinta dan kasih;"pasar sawang beli lawang
salak pondoh sepat rasanya
sabar sayang abang kan pulang
ada jodoh tidak akan ke mana";"pasar sawang beli lawang
salak pondoh sepat rasanya";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;9;9;11;0
"sabar sayang abang kan pulang
ada jodoh tidak akan ke mana";"Seperti bintang malam menanti fajar,
Kita bersatu dalam janji cinta suci.";1;manual_pending;47;4689;Pantun cinta dan kasih;"pasar sawang beli lawang
salak pondoh sepat rasanya
sabar sayang abang kan pulang
ada jodoh tidak akan ke mana";"pasar sawang beli lawang
salak pondoh sepat rasanya";Sailor2;few_shot;Hasil Few-shot;2;2;0;852344;0;12;13;9;11;1
"Biar bertahun dilambung ombak
Tidak ku lupa pada yang kasih";"Sejak kecil hidup di tepi tambak
Air sungai jernih dan bersih";4;manual_pending;48;1170;Pantun cinta dan kasih;"Buah kuini jatuh tercampak
Jatuh menimpa bunga selasih
Biar bertahun dilambung ombak
Tidak ku lupa pada yang kasih";"Buah kuini jatuh tercampak
Jatuh menimpa bunga selasih";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;9;10;10;0
"Biar bertahun dilambung ombak
Tidak ku lupa pada yang kasih";"Berada dalam badai selama berabad-abad
Tapi aku tidak pernah melupakan orang yang dicintai";1;manual_pending;48;1170;Pantun cinta dan kasih;"Buah kuini jatuh tercampak
Jatuh menimpa bunga selasih
Biar bertahun dilambung ombak
Tidak ku lupa pada yang kasih";"Buah kuini jatuh tercampak
Jatuh menimpa bunga selasih";Llama 3.1: 8B;zero_shot;Hasil Zero-shot;2;2;0;521426;0;15;18;10;10;9
"rindu ini tak pernah usai
seperti laut mencinta Samudra";"Berlayar jauh menuju pantai
Ombak berdebur di nusantara";4;manual_pending;49;4346;Pantun cinta dan kasih;"ombak lembut mencium pantai
pasir putih terlukis senja
rindu ini tak pernah usai
seperti laut mencinta Samudra";"ombak lembut mencium pantai
pasir putih terlukis senja";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;9;11;0
"rindu ini tak pernah usai
seperti laut mencinta Samudra";"Ombak berdebur sepanjang pantai
Ikan berenang riang gembira";3;manual_pending;49;4346;Pantun cinta dan kasih;"ombak lembut mencium pantai
pasir putih terlukis senja
rindu ini tak pernah usai
seperti laut mencinta Samudra";"ombak lembut mencium pantai
pasir putih terlukis senja";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;9;11;0
"rindu ini tak pernah usai
seperti laut mencinta Samudra";"Samudera kasih tiada batasnya,
Mengalirkan rasa abadi dalam jiwa.";1;manual_pending;49;4346;Pantun cinta dan kasih;"ombak lembut mencium pantai
pasir putih terlukis senja
rindu ini tak pernah usai
seperti laut mencinta Samudra";"ombak lembut mencium pantai
pasir putih terlukis senja";Sailor2;few_shot;Hasil Few-shot;2;2;0;852344;0;12;13;9;11;1
"Jika ingin dihormati teman
Bersikap rendah hati sentiasa";"Memetik bunga di dalam taman
Harum baunya sepanjang masa";4;manual_pending;50;1442;Pantun persahabatan;"Bunga tanjung di halaman
Harumnya semerbak kala senja
Jika ingin dihormati teman
Bersikap rendah hati sentiasa";"Bunga tanjung di halaman
Harumnya semerbak kala senja";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;9;10;11;0
"Jika ingin dihormati teman
Bersikap rendah hati sentiasa";"Pergi ke kebun memetik rambutan
Hidup rukun sepanjang masa";3;manual_pending;50;1442;Pantun persahabatan;"Bunga tanjung di halaman
Harumnya semerbak kala senja
Jika ingin dihormati teman
Bersikap rendah hati sentiasa";"Bunga tanjung di halaman
Harumnya semerbak kala senja";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;9;10;11;0
"Jika hendak disayang kawan
Bersikap jujur sepanjang masa";"Burung cendrawasih terbang berawan
Singgah sebentar di Kota Nasa";3;manual_pending;51;6151;Pantun persahabatan;"Sirih merah di dalam puan
Pinang muda dibelah rata
Jika hendak disayang kawan
Bersikap jujur sepanjang masa";"Sirih merah di dalam puan
Pinang muda dibelah rata";Chat-GPT;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;10;9;10;0
"Jika hendak disayang kawan
Bersikap jujur sepanjang masa";"Burung camar terbang di awan
Hinggap sebentar di pohon desa";3;manual_pending;51;6151;Pantun persahabatan;"Sirih merah di dalam puan
Pinang muda dibelah rata
Jika hendak disayang kawan
Bersikap jujur sepanjang masa";"Sirih merah di dalam puan
Pinang muda dibelah rata";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;9;10;0
"Jika hendak disayang kawan
Bersikap jujur sepanjang masa";"Burung camar terbang ke awan
Singgah sebentar mencari pala";3;manual_pending;51;6151;Pantun persahabatan;"Sirih merah di dalam puan
Pinang muda dibelah rata
Jika hendak disayang kawan
Bersikap jujur sepanjang masa";"Sirih merah di dalam puan
Pinang muda dibelah rata";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;9;10;0
"Jika hendak disayang kawan
Bersikap jujur sepanjang masa";"Elang terbang tinggi ke awan
Sungai mengalir jauh ke desa";2;manual_pending;51;6151;Pantun persahabatan;"Sirih merah di dalam puan
Pinang muda dibelah rata
Jika hendak disayang kawan
Bersikap jujur sepanjang masa";"Sirih merah di dalam puan
Pinang muda dibelah rata";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;10;9;10;0
"Jika hendak disayang kawan
Bersikap jujur sepanjang masa";"Samarinda pagi yang cerah
Hari masih baru dan segar";3;manual_pending;51;6151;Pantun persahabatan;"Sirih merah di dalam puan
Pinang muda dibelah rata
Jika hendak disayang kawan
Bersikap jujur sepanjang masa";"Sirih merah di dalam puan
Pinang muda dibelah rata";Llama 3.1: 8B;few_shot;Hasil Few-shot;2;2;0;1000000;0;9;9;9;10;0
"Jika hati selalu ramah
Banyak sahabat datang menyapa";"Bunga cempaka mekar merekah
Burung merbah berkicau di napa";2;manual_pending;52;1714;Pantun persahabatan;"Burung pipit terbang rendah
Hinggap sebentar di pohon cemara
Jika hati selalu ramah
Banyak sahabat datang menyapa";"Burung pipit terbang rendah
Hinggap sebentar di pohon cemara";Chat-GPT;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;9;10;0
"Jika hati selalu ramah
Banyak sahabat datang menyapa";"Ke hulu sungai membeli kurmah
Membawa raga berisi kelapa";5;manual_pending;52;1714;Pantun persahabatan;"Burung pipit terbang rendah
Hinggap sebentar di pohon cemara
Jika hati selalu ramah
Banyak sahabat datang menyapa";"Burung pipit terbang rendah
Hinggap sebentar di pohon cemara";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;11;9;10;0
"Jika hati penuh setia
Persahabatan kekal terjalin";"Pagi ceria embun di rawa
Pucuk kelapa melambai anggun";3;manual_pending;53;1337;Pantun persahabatan;"Bunga kenanga disemat dara
Harumnya lembut dibawa angin
Jika hati penuh setia
Persahabatan kekal terjalin";"Bunga kenanga disemat dara
Harumnya lembut dibawa angin";Chat-GPT;few_shot;Hasil Few-shot;2;2;0;1000000;0;10;10;9;10;0
"Jika hati penuh setia
Persahabatan kekal terjalin";"Burung camar terbang ceria,
Menjahit baju di rumah Malin.";2;manual_pending;53;1337;Pantun persahabatan;"Bunga kenanga disemat dara
Harumnya lembut dibawa angin
Jika hati penuh setia
Persahabatan kekal terjalin";"Bunga kenanga disemat dara
Harumnya lembut dibawa angin";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;9;10;0
"Jika hati penuh setia
Persahabatan kekal terjalin";"Indah mendung di atas fajar
Ranting patah kayu beringin";3;manual_pending;53;1337;Pantun persahabatan;"Bunga kenanga disemat dara
Harumnya lembut dibawa angin
Jika hati penuh setia
Persahabatan kekal terjalin";"Bunga kenanga disemat dara
Harumnya lembut dibawa angin";Gemini;few_shot;Hasil Few-shot;2;2;0;1000000;0;9;9;9;10;0
"Jika hati penuh setia
Persahabatan kekal terjalin";"Kicau burung merdu suara
Udara pagi terasa dingin";3;manual_pending;53;1337;Pantun persahabatan;"Bunga kenanga disemat dara
Harumnya lembut dibawa angin
Jika hati penuh setia
Persahabatan kekal terjalin";"Bunga kenanga disemat dara
Harumnya lembut dibawa angin";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;9;10;0
"Jika hati penuh setia
Persahabatan kekal terjalin";"Berjalan-jalan ke tanah mulia
Benang emas halus dijalin";4;manual_pending;53;1337;Pantun persahabatan;"Bunga kenanga disemat dara
Harumnya lembut dibawa angin
Jika hati penuh setia
Persahabatan kekal terjalin";"Bunga kenanga disemat dara
Harumnya lembut dibawa angin";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;9;9;10;0
"Jika hidup mahu berteman
Ikhlaskan hati dalam segalanya";"Anak nelayan mencari teman
Bunga kenanga harum baunya";1;manual_pending;54;6148;Pantun persahabatan;"Sirih kuning dalam tempayan
Air jernih penuh isinya
Jika hidup mahu berteman
Ikhlaskan hati dalam segalanya";"Sirih kuning dalam tempayan
Air jernih penuh isinya";Chat-GPT;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;9;9;11;0
"Jika hidup mahu berteman
Ikhlaskan hati dalam segalanya";"Pergi ke hutan mencari rotan
Singgah di pondok minum teh dan bicara";3;manual_pending;54;6148;Pantun persahabatan;"Sirih kuning dalam tempayan
Air jernih penuh isinya
Jika hidup mahu berteman
Ikhlaskan hati dalam segalanya";"Sirih kuning dalam tempayan
Air jernih penuh isinya";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;12;9;11;0
"Jika hidup mahu berteman
Ikhlaskan hati dalam segalanya";"Bunga kenanga tumbuh di halaman
Burung bernyanyi di atas dahannya";3;manual_pending;54;6148;Pantun persahabatan;"Sirih kuning dalam tempayan
Air jernih penuh isinya
Jika hidup mahu berteman
Ikhlaskan hati dalam segalanya";"Sirih kuning dalam tempayan
Air jernih penuh isinya";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;11;9;11;0
"Jika hidup mahu berteman
Ikhlaskan hati dalam segalanya";"Air sungai yang jernih mengalir,
Keikhlasan membawa persahabatan abadi.";1;manual_pending;54;6148;Pantun persahabatan;"Sirih kuning dalam tempayan
Air jernih penuh isinya
Jika hidup mahu berteman
Ikhlaskan hati dalam segalanya";"Sirih kuning dalam tempayan
Air jernih penuh isinya";Sailor2;few_shot;Hasil Few-shot;2;2;0;674969;0;10;15;9;11;3
"Tutur santun wajah yang manis
Menenangkan hati mengikat kawan";"Anak nelayan membawa betik
Singgah ke pekan membeli awan";2;manual_pending;55;2138;Pantun persahabatan;"Embun pagi jatuh setitis
Menyapa bunga di tepi jalan
Tutur santun wajah yang manis
Menenangkan hati mengikat kawan";"Embun pagi jatuh setitis
Menyapa bunga di tepi jalan";Gemini;few_shot;Hasil Few-shot;2;2;0;1000000;0;10;10;9;11;0
"Tutur santun wajah yang manis
Menenangkan hati mengikat kawan";"Pergi ke pasar beli lembaran tipis
Singgah dahulu di tepi jalan";3;manual_pending;55;2138;Pantun persahabatan;"Embun pagi jatuh setitis
Menyapa bunga di tepi jalan
Tutur santun wajah yang manis
Menenangkan hati mengikat kawan";"Embun pagi jatuh setitis
Menyapa bunga di tepi jalan";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;12;10;9;11;0
"Tutur santun wajah yang manis
Menenangkan hati mengikat kawan";"Di kebun bunga berdiri seorang gadis
Burung camar terbang ke awan";4;manual_pending;55;2138;Pantun persahabatan;"Embun pagi jatuh setitis
Menyapa bunga di tepi jalan
Tutur santun wajah yang manis
Menenangkan hati mengikat kawan";"Embun pagi jatuh setitis
Menyapa bunga di tepi jalan";Claude;few_shot;Hasil Few-shot;2;2;1;852344;0;13;9;9;11;1
"Tutur santun wajah yang manis
Menenangkan hati mengikat kawan";"Bunga sakura mekar di musim semi,
Kata-kata lembut mempererat persaudaraan.";1;manual_pending;55;2138;Pantun persahabatan;"Embun pagi jatuh setitis
Menyapa bunga di tepi jalan
Tutur santun wajah yang manis
Menenangkan hati mengikat kawan";"Embun pagi jatuh setitis
Menyapa bunga di tepi jalan";Sailor2;few_shot;Hasil Few-shot;2;2;0;674969;0;12;15;9;11;3
"Tutur santun wajah yang manis
Menenangkan hati mengikat kawan";"Tuturmu yang halus dan anggun
Rasa damai pun akan kau raih";1;manual_pending;55;2138;Pantun persahabatan;"Embun pagi jatuh setitis
Menyapa bunga di tepi jalan
Tutur santun wajah yang manis
Menenangkan hati mengikat kawan";"Embun pagi jatuh setitis
Menyapa bunga di tepi jalan";DeepSeek-R1;zero_shot;Hasil Zero-shot;2;2;0;1000000;0;9;10;9;11;0
"Hidup di dunia buatlah bakti
Kepada ibu dan juga bapa";"Burung pipit terbang tinggi
Pohon kelapa tumbuh merata";3;manual_pending;56;6440;Pantun bakti keluarga;"Terbang tinggi burung merpati
Hinggap sebentar di pohon kelapa
Hidup di dunia buatlah bakti
Kepada ibu dan juga bapa";"Terbang tinggi burung merpati
Hinggap sebentar di pohon kelapa";Chat-GPT;few_shot;Hasil Few-shot;2;2;1;1000000;0;8;10;11;10;0
"Hidup di dunia buatlah bakti
Kepada ibu dan juga bapa";"Harum baunya si bunga jati
Mekar setangkai di balik kelapa";4;manual_pending;56;6440;Pantun bakti keluarga;"Terbang tinggi burung merpati
Hinggap sebentar di pohon kelapa
Hidup di dunia buatlah bakti
Kepada ibu dan juga bapa";"Terbang tinggi burung merpati
Hinggap sebentar di pohon kelapa";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;11;11;10;0
"Hidup di dunia buatlah bakti
Kepada ibu dan juga bapa";"Pergi ke pasar membeli nasi
Singgah sejenak menjumpai nenda";3;manual_pending;56;6440;Pantun bakti keluarga;"Terbang tinggi burung merpati
Hinggap sebentar di pohon kelapa
Hidup di dunia buatlah bakti
Kepada ibu dan juga bapa";"Terbang tinggi burung merpati
Hinggap sebentar di pohon kelapa";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;11;10;0
"Jika ingin hidup gemilang
Jangan lupa restu orang tua";"Terbang tinggi si burung elang,
Singgah sebentar di pulau Jawa.";4;manual_pending;57;6154;Pantun bakti keluarga;"Sirih sekapur di dalam dulang
Pinang belah disusun rata
Jika ingin hidup gemilang
Jangan lupa restu orang tua";"Sirih sekapur di dalam dulang
Pinang belah disusun rata";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;9;10;0
"Jika ingin hidup gemilang
Jangan lupa restu orang tua";"Terbang sepasang burung elang
Minggir sebentar di atas jua";2;manual_pending;57;6154;Pantun bakti keluarga;"Sirih sekapur di dalam dulang
Pinang belah disusun rata
Jika ingin hidup gemilang
Jangan lupa restu orang tua";"Sirih sekapur di dalam dulang
Pinang belah disusun rata";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;10;9;10;0
"Jika ingin hidup gemilang
Jangan lupa restu orang tua";"Burung merpati terbang melayang
Singgah dahulu minum di kedai lama";2;manual_pending;57;6154;Pantun bakti keluarga;"Sirih sekapur di dalam dulang
Pinang belah disusun rata
Jika ingin hidup gemilang
Jangan lupa restu orang tua";"Sirih sekapur di dalam dulang
Pinang belah disusun rata";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;12;9;10;0
"kepada ayah mesti hormat
kepada ibu harus berbakti";"Ke pasar lama membeli tomat
Petik melati di pagi hari";4;manual_pending;58;4968;Pantun bakti keluarga;"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti";"pergi ke kebun memetik tomat
bunga wangi namanya melati";Chat-GPT;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;9;10;0
