no,id_data_asli,jenis_pantun,pantun_asli_lengkap,sampiran_asli,isi_input_model,model,setting,setting_label,sampiran_generated,gen_line_count,isi_line_count,r_score,a_score,clr,suku_baris_1,suku_baris_2,suku_baris_3,suku_baris_4,dev_total,semantic_bridge_score_llm_1_5,score_source
79,1697,Pantun sosial dan kerukunan,"Burung pipit hinggap di dahan
Bersiul riang di pagi hari
Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati","Burung pipit hinggap di dahan
Bersiul riang di pagi hari","Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati",Sailor2,zero_shot,Hasil Zero-shot,"Jagalah lisan serta hati,
Maka kedamaian akan selalu menanti.",2,2,0,0.748293,0.555556,9,14,12,9,2,1,sample300_manual
79,1697,Pantun sosial dan kerukunan,"Burung pipit hinggap di dahan
Bersiul riang di pagi hari
Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati","Burung pipit hinggap di dahan
Bersiul riang di pagi hari","Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati",Sailor2,few_shot,Hasil Few-shot,"Kicau burung di pagi hari damai,
Jaga lisan dan hati, kedamaian pasti.",2,2,0,0.852344,0.333333,11,13,12,9,1,1,auto_clr_leakage
79,1697,Pantun sosial dan kerukunan,"Burung pipit hinggap di dahan
Bersiul riang di pagi hari
Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati","Burung pipit hinggap di dahan
Bersiul riang di pagi hari","Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Hidup penuh kedamaian jika tenang
Hati dan pikiran jauh dari kerusuhan",2,2,0,0.748293,0.555556,12,14,12,9,2,1,auto_clr_leakage
79,1697,Pantun sosial dan kerukunan,"Burung pipit hinggap di dahan
Bersiul riang di pagi hari
Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati","Burung pipit hinggap di dahan
Bersiul riang di pagi hari","Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati",DeepSeek-R1,few_shot,Hasil Few-shot,"Pegunungan tinggi menyembul awan
Hati dan lisan dijaga dari duka",2,2,0,1.000000,0.222222,11,12,12,9,0,1,sample300_manual
80,2181,Pantun sosial dan kerukunan,"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa","Gendang dipalu bertalu-talu
Tari zapin di balai desa","Jika hidup mahu bersatu
Jaga rukun sesama bangsa",Chat-GPT,zero_shot,Hasil Zero-shot,"Burung merpati terbang berpadu
Padi menguning di sawah bangsa",2,2,1,1.000000,0.125000,10,10,9,9,0,1,auto_clr_leakage
80,2181,Pantun sosial dan kerukunan,"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa","Gendang dipalu bertalu-talu
Tari zapin di balai desa","Jika hidup mahu bersatu
Jaga rukun sesama bangsa",Chat-GPT,few_shot,Hasil Few-shot,"Burung merpati terbang tentu
Pohon nangka tumbuh perkasa",2,2,1,1.000000,0.000000,9,9,9,9,0,,manual_pending
80,2181,Pantun sosial dan kerukunan,"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa","Gendang dipalu bertalu-talu
Tari zapin di balai desa","Jika hidup mahu bersatu
Jaga rukun sesama bangsa",Gemini,zero_shot,Hasil Zero-shot,"Kayu jati diikat satu,
Hendak dijual ke Kota Rusa.",2,2,1,1.000000,0.000000,9,10,9,9,0,5,sample300_manual
80,2181,Pantun sosial dan kerukunan,"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa","Gendang dipalu bertalu-talu
Tari zapin di balai desa","Jika hidup mahu bersatu
Jaga rukun sesama bangsa",Gemini,few_shot,Hasil Few-shot,"Burung nuri hinggap di batu
Memetik mangga manis terasa",2,2,1,1.000000,0.000000,9,10,9,9,0,4,sample300_manual
80,2181,Pantun sosial dan kerukunan,"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa","Gendang dipalu bertalu-talu
Tari zapin di balai desa","Jika hidup mahu bersatu
Jaga rukun sesama bangsa",Claude,zero_shot,Hasil Zero-shot,"Pergi ke sawah membawa batu,
Singgah sejenak di rumah tua",2,2,1,1.000000,0.000000,10,10,9,9,0,,manual_pending
80,2181,Pantun sosial dan kerukunan,"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa","Gendang dipalu bertalu-talu
Tari zapin di balai desa","Jika hidup mahu bersatu
Jaga rukun sesama bangsa",Claude,few_shot,Hasil Few-shot,"Pergi ke hulu mencari kayu
Singgah sejenak di sebuah desa",2,2,1,1.000000,0.000000,10,11,9,9,0,,manual_pending
80,2181,Pantun sosial dan kerukunan,"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa","Gendang dipalu bertalu-talu
Tari zapin di balai desa","Jika hidup mahu bersatu
Jaga rukun sesama bangsa",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Jika hidup mahu bersatu
Jaga rukun sesama bangsa",2,2,1,1.000000,1.000000,9,9,9,9,0,1,auto_clr_leakage
80,2181,Pantun sosial dan kerukunan,"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa","Gendang dipalu bertalu-talu
Tari zapin di balai desa","Jika hidup mahu bersatu
Jaga rukun sesama bangsa",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Sungai bersih di tengah kota
Rukun dan damai melimpah",2,2,0,1.000000,0.125000,9,8,9,9,0,1,auto_clr_leakage
80,2181,Pantun sosial dan kerukunan,"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa","Gendang dipalu bertalu-talu
Tari zapin di balai desa","Jika hidup mahu bersatu
Jaga rukun sesama bangsa",Sailor2,zero_shot,Hasil Zero-shot,"Jaga rukun sesama bangsa,
Kesatuan terjaga, persatuan bercahaya.",2,2,0,0.674969,0.500000,9,15,9,9,3,1,auto_clr_leakage
80,2181,Pantun sosial dan kerukunan,"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa","Gendang dipalu bertalu-talu
Tari zapin di balai desa","Jika hidup mahu bersatu
Jaga rukun sesama bangsa",Sailor2,few_shot,Hasil Few-shot,"Bhinneka Tunggal Ika semboyan kita,
Rukun sesama, bangsa bersatu kuat.",2,2,0,1.000000,0.500000,12,12,9,9,0,1,auto_clr_leakage
80,2181,Pantun sosial dan kerukunan,"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa","Gendang dipalu bertalu-talu
Tari zapin di balai desa","Jika hidup mahu bersatu
Jaga rukun sesama bangsa",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Hidup mahu bersatu jika bahu
Membantu sesama merapatkan persahabatan",2,2,0,0.674969,0.625000,11,15,9,9,3,1,auto_clr_leakage
80,2181,Pantun sosial dan kerukunan,"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa","Gendang dipalu bertalu-talu
Tari zapin di balai desa","Jika hidup mahu bersatu
Jaga rukun sesama bangsa",DeepSeek-R1,few_shot,Hasil Few-shot,"Desa kecil dengan guyuran hujan
Bangsa-bangsa rukun membangun negeri",2,2,0,1.000000,0.125000,11,12,9,9,0,1,auto_clr_leakage
81,950,Pantun perpisahan dan perantauan,"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara","berburu belut ke tepi sawah
segera pulang hari pun senja","baru seminggu kita berpisah
rindu di hati telah membara",Chat-GPT,zero_shot,Hasil Zero-shot,"Burung berkicau di celah basah
Mawar mekar berwarna bara",2,2,1,1.000000,0.000000,10,9,10,10,0,,manual_pending
81,950,Pantun perpisahan dan perantauan,"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara","berburu belut ke tepi sawah
segera pulang hari pun senja","baru seminggu kita berpisah
rindu di hati telah membara",Chat-GPT,few_shot,Hasil Few-shot,"Burung berkicau menjelang kisah
Mawar mekar berwarna bara",2,2,1,1.000000,0.000000,10,9,10,10,0,,manual_pending
81,950,Pantun perpisahan dan perantauan,"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara","berburu belut ke tepi sawah
segera pulang hari pun senja","baru seminggu kita berpisah
rindu di hati telah membara",Gemini,zero_shot,Hasil Zero-shot,"Hujan turun bumi pun basah,
Angin berhembus dari samudra.",2,2,1,1.000000,0.000000,9,10,10,10,0,,manual_pending
81,950,Pantun perpisahan dan perantauan,"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara","berburu belut ke tepi sawah
segera pulang hari pun senja","baru seminggu kita berpisah
rindu di hati telah membara",Gemini,few_shot,Hasil Few-shot,"Memetik buah di tepi celah
Laju perahu menuju muara",2,2,1,1.000000,0.000000,10,11,10,10,0,,manual_pending
81,950,Pantun perpisahan dan perantauan,"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara","berburu belut ke tepi sawah
segera pulang hari pun senja","baru seminggu kita berpisah
rindu di hati telah membara",Claude,zero_shot,Hasil Zero-shot,"Pergi ke pasar membeli buah,
Duduk termenung bercerita",2,2,1,1.000000,0.000000,10,9,10,10,0,3,sample300_manual
81,950,Pantun perpisahan dan perantauan,"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara","berburu belut ke tepi sawah
segera pulang hari pun senja","baru seminggu kita berpisah
rindu di hati telah membara",Claude,few_shot,Hasil Few-shot,"Daun kering gugur ke tanah
Burung camar terbang tinggi ke angkasa",2,2,1,1.000000,0.000000,9,12,10,10,0,4,sample300_manual
81,950,Pantun perpisahan dan perantauan,"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara","berburu belut ke tepi sawah
segera pulang hari pun senja","baru seminggu kita berpisah
rindu di hati telah membara",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"baru seminggu kita berpisah
rindu di hati telah membara",2,2,1,1.000000,1.000000,10,10,10,10,0,1,auto_clr_leakage
81,950,Pantun perpisahan dan perantauan,"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara","berburu belut ke tepi sawah
segera pulang hari pun senja","baru seminggu kita berpisah
rindu di hati telah membara",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Niat baik hati teman yang kuat
Rindu di dalam masih membara",2,2,0,1.000000,0.428571,11,10,10,10,0,1,sample300_manual
81,950,Pantun perpisahan dan perantauan,"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara","berburu belut ke tepi sawah
segera pulang hari pun senja","baru seminggu kita berpisah
rindu di hati telah membara",Sailor2,zero_shot,Hasil Zero-shot,"Baru seminggu kita berpisah,
Rindu di hati tak terbendung lagi.",2,2,0,1.000000,0.714286,10,11,10,10,0,1,auto_clr_leakage
81,950,Pantun perpisahan dan perantauan,"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara","berburu belut ke tepi sawah
segera pulang hari pun senja","baru seminggu kita berpisah
rindu di hati telah membara",Sailor2,few_shot,Hasil Few-shot,"Baru sepekan rindu menggebu,
Kenangan teman tetap di hati tulus.",2,2,0,1.000000,0.428571,10,12,10,10,0,1,auto_clr_leakage
81,950,Pantun perpisahan dan perantauan,"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara","berburu belut ke tepi sawah
segera pulang hari pun senja","baru seminggu kita berpisah
rindu di hati telah membara",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Kita berpisah baru seminggu
Rasa rindu ini terasa sangat tajam",2,2,0,0.852344,0.571429,10,13,10,10,1,1,sample300_manual
81,950,Pantun perpisahan dan perantauan,"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara","berburu belut ke tepi sawah
segera pulang hari pun senja","baru seminggu kita berpisah
rindu di hati telah membara",DeepSeek-R1,few_shot,Hasil Few-shot,"Langit jingga menyelimuti malam
Rindu membuncah seperti api dalam hati",2,2,0,0.748293,0.285714,11,14,10,10,2,1,auto_clr_leakage
82,3981,Pantun perpisahan dan perantauan,"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga","melihat nelayan memakai ranjau
pulang pulang ke telaga","berat sekali menjadi perantau
rindu hati kepada keluarga",Chat-GPT,zero_shot,Hasil Zero-shot,"Perahu kecil menuju rantau
Bunga melati harum merekah",2,2,0,1.000000,0.000000,10,10,11,11,0,,manual_pending
82,3981,Pantun perpisahan dan perantauan,"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga","melihat nelayan memakai ranjau
pulang pulang ke telaga","berat sekali menjadi perantau
rindu hati kepada keluarga",Chat-GPT,few_shot,Hasil Few-shot,"Perahu melaju menuju pulau
Air mengalir ke muara",2,2,1,1.000000,0.000000,11,9,11,11,0,,manual_pending
82,3981,Pantun perpisahan dan perantauan,"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga","melihat nelayan memakai ranjau
pulang pulang ke telaga","berat sekali menjadi perantau
rindu hati kepada keluarga",Gemini,zero_shot,Hasil Zero-shot,"Pohon beringin di tengah pulau,
Tempat berteduh si anak rusa.",2,2,1,1.000000,0.000000,10,10,11,11,0,,manual_pending
82,3981,Pantun perpisahan dan perantauan,"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga","melihat nelayan memakai ranjau
pulang pulang ke telaga","berat sekali menjadi perantau
rindu hati kepada keluarga",Gemini,few_shot,Hasil Few-shot,"Pohon mangga berbuah hijau
Singgah sebentar di rumah warga",2,2,1,1.000000,0.000000,9,10,11,11,0,,manual_pending
82,3981,Pantun perpisahan dan perantauan,"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga","melihat nelayan memakai ranjau
pulang pulang ke telaga","berat sekali menjadi perantau
rindu hati kepada keluarga",Claude,zero_shot,Hasil Zero-shot,"Pohon kelapa tumbuh di pulau,
Ikan dijaring dengan jala",2,2,1,1.000000,0.000000,10,9,11,11,0,,manual_pending
82,3981,Pantun perpisahan dan perantauan,"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga","melihat nelayan memakai ranjau
pulang pulang ke telaga","berat sekali menjadi perantau
rindu hati kepada keluarga",Claude,few_shot,Hasil Few-shot,"Ombak berderau di tepi pulau
Anak dan ibu duduk bersama",2,2,1,1.000000,0.000000,10,10,11,11,0,,manual_pending
82,3981,Pantun perpisahan dan perantauan,"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga","melihat nelayan memakai ranjau
pulang pulang ke telaga","berat sekali menjadi perantau
rindu hati kepada keluarga",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"berat sekali menjadi perantau
rindu hati kepada keluarga",2,2,1,1.000000,1.000000,11,11,11,11,0,1,auto_clr_leakage
82,3981,Pantun perpisahan dan perantauan,"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga","melihat nelayan memakai ranjau
pulang pulang ke telaga","berat sekali menjadi perantau
rindu hati kepada keluarga",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Laut lepas yang luas terlihat indah
Rindu ke keluarga yang paling akhir",2,2,0,1.000000,0.250000,12,12,11,11,0,1,auto_clr_leakage
82,3981,Pantun perpisahan dan perantauan,"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga","melihat nelayan memakai ranjau
pulang pulang ke telaga","berat sekali menjadi perantau
rindu hati kepada keluarga",Sailor2,zero_shot,Hasil Zero-shot,"Berat menjadi perantau hati,
Rindu keluarga hingga jauh ke negeri.",2,2,0,0.748293,0.750000,10,14,11,11,2,1,auto_clr_leakage
82,3981,Pantun perpisahan dan perantauan,"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga","melihat nelayan memakai ranjau
pulang pulang ke telaga","berat sekali menjadi perantau
rindu hati kepada keluarga",Sailor2,few_shot,Hasil Few-shot,"Jalan panjang menuju negeri orang,
Rindu keluarga, cinta tak terhalang.",2,2,0,1.000000,0.250000,12,12,11,11,0,1,auto_clr_leakage
82,3981,Pantun perpisahan dan perantauan,"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga","melihat nelayan memakai ranjau
pulang pulang ke telaga","berat sekali menjadi perantau
rindu hati kepada keluarga",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Hidup jauh dari keluarga memang
Rindu pulang ke kampung halaman",2,2,0,1.000000,0.250000,12,10,11,11,0,1,auto_clr_leakage
82,3981,Pantun perpisahan dan perantauan,"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga","melihat nelayan memakai ranjau
pulang pulang ke telaga","berat sekali menjadi perantau
rindu hati kepada keluarga",DeepSeek-R1,few_shot,Hasil Few-shot,"Bumi perkemahan yang hijau rindang
Perantau kesepian merindu tanah kelahiran",2,2,0,0.623298,0.125000,11,16,11,11,4,1,auto_clr_leakage
83,1397,Pantun perpisahan dan perantauan,"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku","bunga melati di tepi sawah
cantik elok di dekat batu","jika nanti kita berpisah
jangan pernah lupakan aku",Chat-GPT,zero_shot,Hasil Zero-shot,"Pohon randu tumbuh berpisah
Bunga kenanga harum semerbak",2,2,0,1.000000,0.166667,9,10,9,9,0,1,sample300_manual
83,1397,Pantun perpisahan dan perantauan,"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku","bunga melati di tepi sawah
cantik elok di dekat batu","jika nanti kita berpisah
jangan pernah lupakan aku",Chat-GPT,few_shot,Hasil Few-shot,"Pohon kelapa tumbuh megah
Burung tekukur hinggap di suku",2,2,1,1.000000,0.000000,9,10,9,9,0,,manual_pending
83,1397,Pantun perpisahan dan perantauan,"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku","bunga melati di tepi sawah
cantik elok di dekat batu","jika nanti kita berpisah
jangan pernah lupakan aku",Gemini,zero_shot,Hasil Zero-shot,"Angin kencang daun pun basah,
Ambil kain penutup bangku.",2,2,1,1.000000,0.000000,9,9,9,9,0,,manual_pending
83,1397,Pantun perpisahan dan perantauan,"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku","bunga melati di tepi sawah
cantik elok di dekat batu","jika nanti kita berpisah
jangan pernah lupakan aku",Gemini,few_shot,Hasil Few-shot,"Memetik buah di balik celah
Burung kutilang terbang ke batu",2,2,1,1.000000,0.000000,10,10,9,9,0,,manual_pending
83,1397,Pantun perpisahan dan perantauan,"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku","bunga melati di tepi sawah
cantik elok di dekat batu","jika nanti kita berpisah
jangan pernah lupakan aku",Claude,zero_shot,Hasil Zero-shot,"Pergi ke kebun memetik buah,
Singgah sebentar melepas rindu",2,2,1,1.000000,0.000000,10,10,9,9,0,,manual_pending
83,1397,Pantun perpisahan dan perantauan,"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku","bunga melati di tepi sawah
cantik elok di dekat batu","jika nanti kita berpisah
jangan pernah lupakan aku",Claude,few_shot,Hasil Few-shot,"Pergi memancing ke tepi sawah
Singgah sebentar di rumah batu",2,2,1,1.000000,0.000000,10,10,9,9,0,,manual_pending
83,1397,Pantun perpisahan dan perantauan,"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku","bunga melati di tepi sawah
cantik elok di dekat batu","jika nanti kita berpisah
jangan pernah lupakan aku",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"jika nanti kita berpisah
jangan pernah lupakan aku",2,2,1,1.000000,1.000000,9,9,9,9,0,1,auto_clr_leakage
83,1397,Pantun perpisahan dan perantauan,"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku","bunga melati di tepi sawah
cantik elok di dekat batu","jika nanti kita berpisah
jangan pernah lupakan aku",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Bunga melati tumbuh di bumi
Jangan pernah lupakan aku",2,2,0,1.000000,0.500000,10,9,9,9,0,1,sample300_manual
83,1397,Pantun perpisahan dan perantauan,"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku","bunga melati di tepi sawah
cantik elok di dekat batu","jika nanti kita berpisah
jangan pernah lupakan aku",Sailor2,zero_shot,Hasil Zero-shot,"Jika berpisah nanti ingatlah,
Kisah kita, kenangan tak terlupa.",2,2,0,1.000000,0.500000,10,11,9,9,0,1,auto_clr_leakage
83,1397,Pantun perpisahan dan perantauan,"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku","bunga melati di tepi sawah
cantik elok di dekat batu","jika nanti kita berpisah
jangan pernah lupakan aku",Sailor2,few_shot,Hasil Few-shot,"Detik berpisah janganlah lupa,
Ingatan teman selalu di jiwa.",2,2,0,1.000000,0.166667,10,11,9,9,0,1,sample300_manual
83,1397,Pantun perpisahan dan perantauan,"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku","bunga melati di tepi sawah
cantik elok di dekat batu","jika nanti kita berpisah
jangan pernah lupakan aku",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Jika kita akan berpisah suatu hari
Ingatlah akan kenangan indah yang pernah terjadi",2,2,0,0.561228,0.500000,14,16,9,9,6,1,auto_clr_leakage
83,1397,Pantun perpisahan dan perantauan,"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku","bunga melati di tepi sawah
cantik elok di dekat batu","jika nanti kita berpisah
jangan pernah lupakan aku",DeepSeek-R1,few_shot,Hasil Few-shot,"Di sudut kota taman yang kecil
Kita berpisah dengan janji tak terlupakan",2,2,0,0.748293,0.166667,10,14,9,9,2,1,auto_clr_leakage
84,4791,Pantun perpisahan dan perantauan,"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan","pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan","semakin jauh ke rantau orang
hanya keluarga yang aku rindukan",Chat-GPT,zero_shot,Hasil Zero-shot,"Burung bangau ke rantau orang
Pohon kelapa tumbuh di pekarangan",2,2,1,1.000000,0.285714,9,12,10,12,0,1,auto_clr_leakage
84,4791,Pantun perpisahan dan perantauan,"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan","pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan","semakin jauh ke rantau orang
hanya keluarga yang aku rindukan",Chat-GPT,few_shot,Hasil Few-shot,"Burung merantau terbang seorang
Bunga kenanga harum semerbak",2,2,0,1.000000,0.000000,10,10,10,12,0,,manual_pending
84,4791,Pantun perpisahan dan perantauan,"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan","pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan","semakin jauh ke rantau orang
hanya keluarga yang aku rindukan",Gemini,zero_shot,Hasil Zero-shot,"Burung elang hinggap di karang,
Mencari makan di tepi dahan.",2,2,1,1.000000,0.000000,9,10,10,12,0,,manual_pending
84,4791,Pantun perpisahan dan perantauan,"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan","pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan","semakin jauh ke rantau orang
hanya keluarga yang aku rindukan",Gemini,few_shot,Hasil Few-shot,"Terbang tinggi si burung elang
Pagi hari pergi ke pekan",2,2,1,1.000000,0.000000,9,9,10,12,0,,manual_pending
84,4791,Pantun perpisahan dan perantauan,"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan","pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan","semakin jauh ke rantau orang
hanya keluarga yang aku rindukan",Claude,zero_shot,Hasil Zero-shot,"Burung camar terbang melayang,
Singgah dahulu di tepi jalan",2,2,1,1.000000,0.000000,9,10,10,12,0,4,sample300_manual
84,4791,Pantun perpisahan dan perantauan,"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan","pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan","semakin jauh ke rantau orang
hanya keluarga yang aku rindukan",Claude,few_shot,Hasil Few-shot,"Pergi merantau ke negeri seberang
Pulang kampung membawa sejuta harapan",2,2,1,0.852344,0.000000,12,13,10,12,1,,manual_pending
84,4791,Pantun perpisahan dan perantauan,"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan","pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan","semakin jauh ke rantau orang
hanya keluarga yang aku rindukan",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"semakin jauh ke rantau orang
hanya keluarga yang aku rindukan",2,2,1,1.000000,1.000000,10,12,10,12,0,1,auto_clr_leakage
84,4791,Pantun perpisahan dan perantauan,"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan","pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan","semakin jauh ke rantau orang
hanya keluarga yang aku rindukan",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Kebun teh rindu di dalam hati
Hanya keluarga yang kusayang",2,2,0,1.000000,0.285714,10,10,10,12,0,1,auto_clr_leakage
84,4791,Pantun perpisahan dan perantauan,"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan","pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan","semakin jauh ke rantau orang
hanya keluarga yang aku rindukan",Sailor2,zero_shot,Hasil Zero-shot,"Semakin jauh ke rantau orang,
Keluarga tercinta tetap di hati terdalam.",2,2,0,0.674969,0.714286,10,15,10,12,3,1,sample300_manual
84,4791,Pantun perpisahan dan perantauan,"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan","pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan","semakin jauh ke rantau orang
hanya keluarga yang aku rindukan",Sailor2,few_shot,Hasil Few-shot,"Merantau jauh ke negeri seberang,
Keluarga kasih tetaplah tujuan utama.",2,2,0,0.674969,0.285714,12,15,10,12,3,1,auto_clr_leakage
