No.	ID Data Asli	Jenis Pantun	Pantun Asli Lengkap	Sampiran Asli	Isi untuk Input Model	Chat-GPT	Chat-GPT	Gemini	Gemini	Claude	Claude	Llama 3.1: 8B	Llama 3.1: 8B	Sailor2	Sailor2	DeepSeek-R1	DeepSeek-R1
75	1347	Pantun kebangsaan	"Bunga kenanga mekar berseri
Harumnya halus menawan rasa
Jika budi menjadi pertiwi
Bangsa bermaruah sepanjang masa"	"Bunga kenanga mekar berseri
Harumnya halus menawan rasa"	"Jika budi menjadi pertiwi
Bangsa bermaruah sepanjang masa"	"Jika melati menjadi pertiwi
Harumlah bangsa sepanjang masa"	"Jika melati menghias pertiwi
Burung merbah berkicau sepanjang masa"	"Bunga mekar harum mewangi,
Singgah sebentar di pondok desa."	"Terbang melayang si burung cenderawasih
Tumbuh mekar si bunga desa"	"Pergi ke ladang menanam padi
Singgah sejenak melepas dahaga"	"Indah nian tanah negeri
Sawah menghijau di tepi desa"	"Jika budi menjadi pertiwi
Bangsa bermaruah sepanjang masa"	"Budi bakti menjadi tiang
Membentuk kepribadian yang luhur"	"Budi menjadi pertiwi
Bangsa bermaruah, sepanjang masa"	"Kupu-kupu indah di taman firdaus,
Budi pekerti mulia ciptakan maruah abadi."	"Jika kamu ingin menjadi pahlawan
Tunjukkanlah budi pekerti sejati"	"Budi pekerti tinggi di dalam negeri
Bangsa kita bermartabat selamanya"
76	1671	Pantun sosial dan kerukunan	"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati
Hidup rukun penuh bahagia
Jika sabar di dalam hati"	"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati"	"Hidup rukun penuh bahagia
Jika sabar di dalam hati"	"Burung belibis terbang ceria
Singgah sebentar mematuk padi"	"Burung bangau terbang ceria
Air mengalir jernih di titi"	"Pergi ke pasar membeli tembaga,
Singgah berteduh di pohon jati."	"Naik perahu ke Surabaya
Memetik kuntum bunga melati"	"Berlayar sampan mengelilingi dunia,
Ikan sepat dimasak di kuali"	"Pohon kelapa melambai di tepi desa
Anak kecil bermain riang sambil bernyanyi"	"Hidup rukun penuh bahagia
Jika sabar di dalam hati"	"Bunga mawar tumbuh di kebun
Bahagianya langit cerah"	"Hidup rukun penuh bahagia,
Sabar hati jadi cerah bercahaya."	"Bunga melati wangi di pagi hari,
Tumbuh subur dalam kesabaran hati."	"Hidup ini indah jika bersama
Keluarga dan sahabat ria"	"Kayu jati teguh di hutan
Pepohonan rindang menghias taman"
77	1606	Pantun sosial dan kerukunan	"Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara
Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama"	"Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara"	"Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama"	"Burung kedidi hinggap di dahan
Air mengalir menuju muara"	"Burung kenari hinggap di dahan
Petik kelapa di tepi lama
"	"Terbang rendah burung di dahan,
Hinggap sebentar di pohon kurma."	"Pagi hari pergi ke pekan
Membeli beras serta kurma"	"Pergi memancing ke tepi lautan,
Singgah sebentar minum air nira"	"Ke pasar pagi membeli ikan
Petani menanam padi bersama-sama"	"Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama"	"Tanaman sawit berbuah melimpah
Setiap warga bahagia"	"Jika ingin hidup penuh kebaikan,
Tangan terbuka, tulus hati tanpa kenalan."	"Sawah terbentang luas ke mata,
Tangan ringan bantu sesama bahagia."	"Hidup penuh kebaikan jika tekun
Berbuat baik dan selalu bertaqur"	"Langit biru memandu senja
Budi peksa menaburkan bunga"
78	4854	Pantun sosial dan kerukunan	"Pergi ke desa membawa padi
Padi ditumbuk jadi beras
Jika ingin hidup penuh budi
Hormati sesama tanpa membalas"	"Pergi ke desa membawa padi
Padi ditumbuk jadi beras"	"Jika ingin hidup penuh budi
Hormati sesama tanpa membalas"	"Pohon mengkudu tumbuh sendiri
Layar dibentang menuju alas"	"Padi menguning di tepi padi
Burung pipit pulang membalas"	"Indah mekarnya bunga keladi,
Kain ditenun berbidang luas."	"Harum semerbak bunga melati
Pergi ke kebun membawa alas"	"Bunga melati harum mewangi,
Ikan berenang di sungai deras"	"Bunga cempaka harum mewangi
Di meja tersaji teh hangat dalam gelas"	"Jika ingin hidup penuh budi
Hormati sesama tanpa membalas"	"Sawah luas di ladang terlihat subur
Membawa harum dalam diri"	"Hormati sesama tanpa membalas,
Kebaikan berbalas, hidup jadi cerah."	"Hutan lebat berbagai jenis kayu,
Menghormati tanpa balasan, hidup mulia."	"Hidup penuh budi jika bersahaja
Hormati orang lain dengan rendah hati"	"Laut tenang memberi pelajaran
Nikmatnya angin malam di pantai"
79	1697	Pantun sosial dan kerukunan	"Burung pipit hinggap di dahan
Bersiul riang di pagi hari
Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati"	"Burung pipit hinggap di dahan
Bersiul riang di pagi hari"	"Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati"	"Burung merpati terbang perlahan
Embun pagi menyejuk hati"	"Mentari pagi sinariian
Bunga melati semerbak wangi
"	"Menangkap ikan di tepian,
Duduk berteduh di pohon jati."	"Berlayar sampan di tengah lautan
Pohon bambu di tepi kali"	"Anak kecil bermain di halaman,
Kupu-kupu terbang tinggi"	"Burung merpati terbang ke awan
Hinggap di dahan sambil bernyanyi"	"Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati"	"Langit cerah dan hujan yang cukup
Kehidupan pun terasa damai"	"Jagalah lisan serta hati,
Maka kedamaian akan selalu menanti."	"Kicau burung di pagi hari damai,
Jaga lisan dan hati, kedamaian pasti."	"Hidup penuh kedamaian jika tenang
Hati dan pikiran jauh dari kerusuhan"	"Pegunungan tinggi menyembul awan
Hati dan lisan dijaga dari duka"
80	2181	Pantun sosial dan kerukunan	"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa"	"Gendang dipalu bertalu-talu
Tari zapin di balai desa"	"Jika hidup mahu bersatu
Jaga rukun sesama bangsa"	"Burung merpati terbang berpadu
Padi menguning di sawah bangsa"	"Burung merpati terbang tentu
Pohon nangka tumbuh perkasa"	"Kayu jati diikat satu,
Hendak dijual ke Kota Rusa."	"Burung nuri hinggap di batu
Memetik mangga manis terasa"	"Pergi ke sawah membawa batu,
Singgah sejenak di rumah tua"	"Pergi ke hulu mencari kayu
Singgah sejenak di sebuah desa"	"Jika hidup mahu bersatu
Jaga rukun sesama bangsa"	"Sungai bersih di tengah kota
Rukun dan damai melimpah"	"Jaga rukun sesama bangsa,
Kesatuan terjaga, persatuan bercahaya."	"Bhinneka Tunggal Ika semboyan kita,
Rukun sesama, bangsa bersatu kuat."	"Hidup mahu bersatu jika bahu
Membantu sesama merapatkan persahabatan"	"Desa kecil dengan guyuran hujan
Bangsa-bangsa rukun membangun negeri"
81	950	Pantun perpisahan dan perantauan	"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara"	"berburu belut ke tepi sawah
segera pulang hari pun senja"	"baru seminggu kita berpisah
rindu di hati telah membara"	"Burung berkicau di celah basah
Mawar mekar berwarna bara
"	"Burung berkicau menjelang kisah
Mawar mekar berwarna bara"	"Hujan turun bumi pun basah,
Angin berhembus dari samudra."	"Memetik buah di tepi celah
Laju perahu menuju muara"	"Pergi ke pasar membeli buah,
Duduk termenung bercerita"	"Daun kering gugur ke tanah
Burung camar terbang tinggi ke angkasa"	"baru seminggu kita berpisah
rindu di hati telah membara"	"Niat baik hati teman yang kuat
Rindu di dalam masih membara"	"Baru seminggu kita berpisah,
Rindu di hati tak terbendung lagi."	"Baru sepekan rindu menggebu,
Kenangan teman tetap di hati tulus."	"Kita berpisah baru seminggu
Rasa rindu ini terasa sangat tajam"	"Langit jingga menyelimuti malam
Rindu membuncah seperti api dalam hati"
82	3981	Pantun perpisahan dan perantauan	"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga"	"melihat nelayan memakai ranjau
pulang pulang ke telaga"	"berat sekali menjadi perantau
rindu hati kepada keluarga"	"Perahu kecil menuju rantau
Bunga melati harum merekah"	"Perahu melaju menuju pulau
Air mengalir ke muara"	"Pohon beringin di tengah pulau,
Tempat berteduh si anak rusa."	"Pohon mangga berbuah hijau
Singgah sebentar di rumah warga"	"Pohon kelapa tumbuh di pulau,
Ikan dijaring dengan jala"	"Ombak berderau di tepi pulau
Anak dan ibu duduk bersama"	"berat sekali menjadi perantau
rindu hati kepada keluarga"	"Laut lepas yang luas terlihat indah
Rindu ke keluarga yang paling akhir"	"Berat menjadi perantau hati,
Rindu keluarga hingga jauh ke negeri."	"Jalan panjang menuju negeri orang,
Rindu keluarga, cinta tak terhalang."	"Hidup jauh dari keluarga memang
Rindu pulang ke kampung halaman"	"Bumi perkemahan yang hijau rindang
Perantau kesepian merindu tanah kelahiran"
83	1397	Pantun perpisahan dan perantauan	"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku"	"bunga melati di tepi sawah
cantik elok di dekat batu"	"jika nanti kita berpisah
jangan pernah lupakan aku"	"Pohon randu tumbuh berpisah
Bunga kenanga harum semerbak                     "	"Pohon kelapa tumbuh megah
Burung tekukur hinggap di suku"	"Angin kencang daun pun basah,
Ambil kain penutup bangku."	"Memetik buah di balik celah
Burung kutilang terbang ke batu"	"Pergi ke kebun memetik buah,
Singgah sebentar melepas rindu"	"Pergi memancing ke tepi sawah
Singgah sebentar di rumah batu
"	"jika nanti kita berpisah
jangan pernah lupakan aku"	"Bunga melati tumbuh di bumi
Jangan pernah lupakan aku"	"Jika berpisah nanti ingatlah,
Kisah kita, kenangan tak terlupa."	"Detik berpisah janganlah lupa,
Ingatan teman selalu di jiwa."	"Jika kita akan berpisah suatu hari
Ingatlah akan kenangan indah yang pernah terjadi"	"Di sudut kota taman yang kecil
Kita berpisah dengan janji tak terlupakan"
84	4791	Pantun perpisahan dan perantauan	"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan"	"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan"	"semakin jauh ke rantau orang
hanya keluarga yang aku rindukan"	"Burung bangau ke rantau orang
Pohon kelapa tumbuh di pekarangan"	"Burung merantau terbang seorang
Bunga kenanga harum semerbak"	"Burung elang hinggap di karang,
Mencari makan di tepi dahan."	"Terbang tinggi si burung elang
Pagi hari pergi ke pekan"	"Burung camar terbang melayang,
Singgah dahulu di tepi jalan"	"Pergi merantau ke negeri seberang
Pulang kampung membawa sejuta harapan"	"semakin jauh ke rantau orang
hanya keluarga yang aku rindukan"	"Kebun teh rindu di dalam hati
Hanya keluarga yang kusayang"	"Semakin jauh ke rantau orang,
Keluarga tercinta tetap di hati terdalam."	"Merantau jauh ke negeri seberang,
Keluarga kasih tetaplah tujuan utama."	"Semakin jauh dari tanah kelahiran
Hanya keluarga kecil yang dirindu"	"Pantai berpasir panjang menggantung
Semakin jauh rindu memuncak di dada"
85	6374	Pantun perpisahan dan perantauan	"tanjung sauh di pulau bintan
tempat berlabuh orang penyengat
berpisah jauh bercerai badan
sahabat handai tetap kuingat"	"tanjung sauh di pulau bintan
tempat berlabuh orang penyengat"	"berpisah jauh bercerai badan
sahabat handai tetap kuingat"	"Burung merpati terbang seberang
Daun pandan harum diingat"	"Perahu layar berlayar perlahan
Buah mengkudu gugur lebat"	"Hendak berlayar ke Pulau Medan,
Membawa bekal pakaian hangat."	"Berlayar sampan di tengah lautan
Menangkap ikan memakai pukat"	"Anak ayam turun ke halaman,
Pergi ke pekan membeli obat"	"Pohon beringin rimbun di jalan
Pergi ke kebun membawa sebuah alat
"	"berpisah jauh bercerai badan
sahabat handai tetap kuingat"	"Langit cerah dan hujan lebat
Sahabat handai tetap kuingat"	"Berpisah jauh cerai badan,
Sahabat handai tetap diingatan."	"Jarak memisah hati tak berjarak,
Sahabat handai selalu terukir di kenangan."	"Bersahabat sejati meski pergi jauh
Kesahabatanmu akan selalu kuingat"	"Sahabat baik seperti bukit yang kokoh
Cerai badan takkan abai keingatan"
86	1326	Pantun jenaka	"bunga di taman jangan dipetik
tempat bergantung si kepompong
temanku ini memang cantik
sayang dia giginya ompong"	"bunga di taman jangan dipetik
tempat bergantung si kepompong"	"temanku ini memang cantik
sayang dia giginya ompong"	"Bunga melati tampak cantik
Kelapa muda isinya ompong"	"Bunga melati tampak cantik
Burung pipit hinggap di empong"	"Burung pipit mematuk itik,
Hinggap sebentar di atas tempurung."	"Pohon bambu di tepi tasik
Membeli buah di dalam lorong"	"Beli baju warnanya menarik,
Pergi ke pasar naik andong"	"Kain batik bermotif unik
Baju lama digigit tikus jadi bolong
"	"temanku ini memang cantik
sayang dia giginya ompong"	"Kambing di ladang bermain gembira
Sayang dia giginya ompong"	"Teman cantik giginya ompong,
Tetap menawan, senyuman tak berubah."	"Rupa cantik tersenyum menawan,
Namun sayang ompong giginya tiada."	"Dia memang cantik dengan rambut pirang
Tapi gigi depannya yang membuatnya aneh"	"Matahari pagi bersinar terang
Teman yang cantik masih diingat meski jauh"
87	1718	Pantun jenaka	"burung pipit turun ke rawa
kakinya gerah kena belerang
nenek murung jadi tertawa
melihat kakek main kelerang"	"burung pipit turun ke rawa
kakinya gerah kena belerang"	"nenek murung jadi tertawa
melihat kakek main kelereng"	"Pagi hari cuaca ceria
Anak kecil bermain kelereng
"	"Pagi cerah membawa ceria
Burung gereja terbang dilereng"	"Kain tenun indah berwibawa,
Burung terbang di atas genteng."	"Berlayar sampan ke pulau Jawa
Terbang tinggi si burung ketiteng "	"Pergi ke hutan mencari rusa,
Singgah sebentar hari pun petang"	"Pak tua duduk santai di beranda
Anak-anak berlarian riang di ladang"	"nenek murung jadi tertawa
melihat kakek main kelereng"	"Tanaman pohon rindu dan damai
Melihat kakek main kelereng"	"Nenek murung jadi tertawa,
Kakek main kelereng, dunia jadi ceria."	"Nenek murung tiba-tiba tertawa,
Melihat kakek asyik bermain kelereng."	"Nenekku yang tua pun tertawa
Saat kakek memainkan kelereng dengan semangat"	"Kakek sibuk menggaruk tanah
Nenek tertawa mendengar mainan kelereng"
88	5682	Pantun jenaka	"pulang memancing badan kusam
mendapat ikan anak tenggiri
ketika ditanya semuanya diam
karena kentut tak berbunyi"	"pulang memancing badan kusam
mendapat ikan anak tenggiri"	"ketika ditanya semuanya diam
karena kentut tak berbunyi"	"Mentari pagi mulai redup
Daun keladi jatuh ke kolam
"	"Burung pipit terbang diam
Daun kering jatuh menguning"	"Buah mangga jatuh di kolam,
Mengalir air di tempat sunyi."	"Memetik mangga di tengah malam
Harum semerbak bunga melati"	"Pergi ke sawah sudah malam,
Ikan gurame di dalam kali"	"Bebek berenang riang di kolam
Angin berhembus sepoi sekali"	"ketika ditanya semuanya diam
karena kentut tak berbunyi"	"Kuda di ladang terlihat gesit
Kentut tak berbunyi sedikitpun"	"Diam ketika ditanya semua,
Kentut tak berbunyi, misteri tetap ada."	"Diam seribu bahasa bila ditanya,
Kentut tak bersuara senyum tersembunyi."	"Ketika ditanya tentang masalahnya
Semua diam karena tak ada suara"	"Ruang kelas sunyi saat guru bicara
Diam semua karena bisik tak berisik"
89	4028	Pantun jenaka	"memetik bunga di tepi rawa
sambil mendengar kicauan burung
terbahakbahak itik tertawa
melihat monyet memakai sarung"	"memetik bunga di tepi rawa
sambil mendengar kicauan burung"	"terbahakbahak itik tertawa
melihat monyet memakai sarung"	"Burung kenari pandai tertawa
Kucing belang memakai sarung"	"Burung merbah terbang tertawa
Kucing gemuk memakai sarung"	"Bunga melati mekar di Jawa,
Terbang hinggap di atas gunung."	"Naik perahu menuju Jawa
Beli beras di pasar burung"	"Anak itik berenang di rawa,
Pulang membawa sekarung jagung"	"Kupu-kupu terbang riang di taman kota
Nenek tua berjalan membawa sebuah karung"	"terbahakbahak itik tertawa
melihat monyet memakai sarung"	"Hujan yang turun lebat
Melihat monyet memakai sarung"	"Itik tertawa terbahak-bahak,
Melihat monyet pakai sarung, lucu sekali."	"Itik tertawa riang sekali,
Melihat monyet lucu berpakaian sarung."	"Itik sedang asik memakan padi
Tiba-tiba tertawa karena melihat gajah pakai seragam"	"Burung garuda terbang tinggi
Itik lucu tertawa memakai topeng"
90	55	Pantun jenaka	"ada pohon di tepi rawa
daunnya kering dimakan kutu
adik menangis sambil tertawa
melihat kambing pakai sepatu"	"ada pohon di tepi rawa
daunnya kering dimakan kutu"	"adik menangis sambil tertawa
melihat kambing pakai sepatu"	"Adik berlari sambil tertawa
Ayam jantan pakai sepatu
"	"Burung pipit hinggap tertawa
Anak bebek memakai sepatu"	"Sungguh manis si buah jawa,
Beli kain berwarna satu."	"Berlayar sampan ke pulau Jawa
Burung merpati hinggap di batu"	"Anak kucing bermain di rawa,
Membeli baju warna abu-abu"	"Bunga teratai mekar di rawa
Anak kecil bermain riang di atas batu"	"adik menangis sambil tertawa
melihat kambing pakai sepatu"	"Kuda di ladang berlari kencang
Melihat kambing pakai sepatu"	"Adik menangis sambil tertawa,
Kambing pakai sepatu, kejutan menghibur."	"Adik menangis sambil tawa ceria,
Melihat kambing bersandal di kakinya."	"Adikku menangis tapi tertawa
Lihat betapa lucunya kambing pakai sepatu"	"Duka cita bercampur tawa
Kambing pakai sepatu jadi bintang"
91	4536	Pantun teka-teki	"pagi hari menanak nasi
nasi bekal orang di sawah
cobalah terka pantunku ini
akar di atas pucuk di bawah"	"pagi hari menanak nasi
nasi bekal orang di sawah"	"cobalah terka pantunku ini
akar di atas pucuk di bawah"	"Mari berjalan mencari peti
Buah rambutan gugur di bawah"	"Mari bersama berpantun kini
Daun di atas akar di bawah"	"Pergi ke sawah membawa benih,
Burung terbang di atas sawah."	"Harum semerbak bunga melati
Padi menguning di tengah sawah"	"Pergi memancing ke tepi kali,
Pulang membawa sekeranjang buah"	"Pergi ke pasar membeli topi
Pulang membawa hasil dari sawah"	"cobalah terka pantunku ini
akar di atas pucuk di bawah"	"Pohon kelapa tumbuh subur dan kuat
Akar di atas pucuk di bawah"	"Coba terka pantunku ini,
Akar di atas, pucuk di bawah, teka-teki bijak."	"Teka-teki akarku di atas, pucuknya bawah,
Bentuk unik tiada bandingannya."	"Coba perhatikan bentuk alam semesta
Akar dan pucuknya saling menopang"	"Dunia maya menarik perhatian
Sayangnya gigi ompong sering bolong"
92	1001	Pantun teka-teki	"berlayar perahu dari berandan
menuju arah selat malaka
lebar kepala dari badan
apakah itu coba kau terka"	"berlayar perahu dari berandan
menuju arah selat malaka"	"lebar kepala dari badan
apakah itu coba kau terka"	"Daun kelapa jatuh ke badan
Apa gerangan mari kau terka"	"Pohon rambutan tinggi menjulang
Buah kelapa jatuh tergeletak"	"Sampan dikayuh menuju Medan,
Hendak berlayar ke Pulau Suka."	"Laju perahu di tengah lautan
Memetik mangga di atas cempaka"	"Naik delman keliling halaman,
Singgah sebentar minum air nira"	"Burung dara terbang menuju hutan
Singgah sejenak melepas dahaga"	"lebar kepala dari badan
apakah itu coba kau terka"	"Tanaman sawah berwarna hijau
Apakah itu coba kau terka"	"Lebar kepala dari badannya,
Itu kepala, mudahnya terka."	"Kepala lebar lebih dari badan besarnya,
Coba tebak, itulah daun teratai."	"Coba tebak benda apa yang aku maksud
Benda itu memiliki ukuran unik sekali"	"Dahan kayu gemuk rindang
Permainan tebak-tebakan memancing pikiran"
93	1014	Pantun teka-teki	"berpindah tempat ke kota medan
jangan lupa membawa baju
kakiku empat tak punya badan
coba tebak siapakah aku"	"berpindah tempat ke kota medan
jangan lupa membawa baju"	"kakiku empat tak punya badan
coba tebak siapakah aku"	"Meja kayu berkaki empat
Mari menebak siapakah aku"	"Meja kayu berkaki empat
Cobalah jawab jangan ragu"	"Berjalan-jalan ke Kota Medan,
Jangan lupa membeli duku."	"Berlayar sampan di tengah lautan
Burung merpati terbang ke batu"	"Burung merpati terbang ke awan,
Singgah sejenak melepas rindu"	"Ke hutan pergi mencari rotan
Anak kecil mandi riang di hulu"	"kakiku empat tak punya badan
coba tebak siapakah aku"	"Langit cerah dan matahari bersinar
Coba tebak siapakah aku"	"Kakiku empat tak punya badan,
Coba tebak, hewan berkaki empat."	"Aku tak berbadan kakiku empat,
Seekor laba-laba si penenun jaring."	"Coba tebak siapakah aku
Dengan keempat kakiku yang tanpa badan"	"Kakinya seperti gunung besar
Tanpa badan bagaimana bisa berdiri"
94	3938	Pantun teka-teki	"mata mengantuk langsung terpejam
sudah tidur semua terlupa
matanya satu kakinya tajam
cobalah tebak benda apa"	"mata mengantuk langsung terpejam
sudah tidur semua terlupa"	"matanya satu kakinya tajam
cobalah tebak benda apa"	"Bintang malam tampak tajam
Mari menebak benda apa"	"Burung hantu terbang malam
Bambu runcing tegak tegap"	"Biji selasih dimakan ayam,
Terbang hinggap di pohon kelapa."	"Memetik buah di tengah malam
Pergi ke pasar membeli kelapa"	"Pergi berburu ketika malam,
Ikan disambar burung dara"	"Di kandang ada seekor ayam
Duduk santai memandang indahnya desa
"	"matanya satu kakinya tajam
cobalah tebak benda apa"	"Bunga mawar berwarna merah
Cobalah tebak benda apa"	"Matanya satu, kakinya tajam,
Jawabannya mata pancing, tajam dan tepat."	"Bertanduk satu mata tajam menusuk,
Itulah jarum, teman kecil kita."	"Matanya satu tapi pandainya luar biasa
Kakinya tajam, siapakah dia"	"Matahari terbit di ufuk timur
Kakinya tajam menggambarkan benda keras"
95	6446	Pantun teka-teki	"Terburu-buru ke kamar mandi
Ternyata lupa membawa sabun
Coba tebak apakah ini
Selalu naik tak pernah turun"	"Terburu-buru ke kamar mandi
Ternyata lupa membawa sabun"	"Coba tebak apakah ini
Selalu naik tak pernah turun"	"Mari menebak apakah ini
Mentari pagi selalu naik
"	"Mari bermain bersama kini
Air pasang tak pernah turun"	"Mengarang bunga indah di sini,
Bunga melati mekar di kebun."	"Harum semerbak bunga melati
Pohon bambu di dekat kebun"	"Cobalah lihat bunga melati,
Air mengalir dari gunung ke dusun
"	"Pergi ke kebun memetik kopi
Pohon rindang berselimut daun
"	"Coba tebak apakah ini
Selalu naik tak pernah turun"	"Bambu tumbuh di dekat sungai
Selalu naik tak pernah turun"	"Selalu naik tak pernah turun,
Jam dinding, berputar tiada henti."	"Selalu naik tak pernah turun,
Jawabannya adalah usia dan waktu."	"Coba tebak benda apa ini
Selalu naik setiap pagi tanpa pernah turun"	"Naik setiap pagi hingga sore
Coba tebak bentuk bulatan sempurna"
96	4036	Pantun anak-anak	"menanam bunga membuat taman
akan indah laksana bintang
bermain layanglayang bersama teman
lupa waktu hampir petang"	"menanam bunga membuat taman
akan indah laksana bintang"	"bermain layanglayang bersama teman
lupa waktu hampir petang"	"Burung pipit terbang bersama teman
Mentari condong menjelang petang"	"Anak gembala mencari teman
Mentari condong menuju petang"	"Memetik mangga di tepi halaman,
Hinggaplah burung di atas batang."	"Memetik buah di tengah taman
Burung elang terbang melayang"	"Pergi memancing bersama kawan,
Balik ke rumah langit pun terang
"	"Anak-anak berkumpul di halaman
Kambing digiring pulang ke kandang
"	"bermain layanglayang bersama teman
lupa waktu hampir petang"	"Tanaman kopi berbuah melimpah
Lupa waktu hampir petang"	"Bermain layang-layang dengan teman,
Lupa waktu hingga sore menjelang."	"Bermain layang-layang hingga petang tiba,
Sorak gembira angin desa membelai."	"Bermain layang-layang di bawah langit biru
Hanya bersenang-senang dengan teman baik"	"Taman bawah awan biru cerul
Tawa dan lupa waktu saat layang-layang terbang"
97	6235	Pantun anak-anak	"sungguh indah bunga mawar
harum semerbak di tepi taman
setelah bermain bersihkan kamar
jangan sampai berantakan"	"sungguh indah bunga mawar
harum semerbak di tepi taman"	"setelah bermain bersihkan kamar
jangan sampai berantakan"	"Selesai belajar rapikan kamar
Supaya rumah tidak berantakan"	"Sebelum pulang petik mawar
Halaman rumah jangan berantakan"	"Membeli kain berwarna samar,
Hendak dijual di tengah pekan."	"Kain tenun dari Makassar
Membeli beras serta ikan"	"Pergi ke pasar membeli gambar,
Sapu lantai bersihkan halaman"	"Pergi ke pasar membeli akar
Ibu memasak nasi dan ikan"	"setelah bermain bersihkan kamar
jangan sampai berantakan"	"Sungai yang jernih dan alami
Jangan sampai berantakan"	"Setelah bermain bersihkan kamar,
Rapi dan bersih, rumah bahagia."	"Setelah bermain, kamar rapi bersihkanlah,
Rumah indah, hati pun senang sentosa."	"Setelah bermain, kamar harus rapi
Jangan biarkan debu dan kotoran bersarang"	"Sinar matahari menembus awan
Kamar bersih kusiramkan cahaya mentari"
98	3679	Pantun anak-anak	"laut luas tempat berenang
hutan hijau tempat si rusa
bermain layangan hatiku senang
bersama tiupan angin desa"	"laut luas tempat berenang
hutan hijau tempat si rusa"	"bermain layangan hatiku senang
bersama tiupan angin desa"	"Bermain gasing hatiku senang
Sawah menghijau di tepi desa
"	"Burung pipit terbang senang
Sawah hijau di desa"	"Air sungai mengalir tenang,
Pohon rimbun di tengah desa."	"Air sungai mengalir tenang
Pergi berlayar ke pulau Jawa"	"Pergi ke sawah menjinjing keranjang,
Singgah sebentar di rumah nenek tua
"	"Anak-anak bermain riang di ladang
Sejuknya terasa hingga ke udara"	"bermain layangan hatiku senang
bersama tiupan angin desa"	"Kuda di ladang terlihat gesit
Bersama tiupan angin desa"	"Bermain layangan hati senang,
Angin desa membawa bahagia, tak terkira."	"Layangan diterbangkan angin desa,
Hati riang merasakan kebebasan jiwa."	"Bermain layang-layang di udara terbuka
Hati dan pikiran terasa ringan seperti di desa"	"Angin desa meniup helai daun
Hati dan pikiran rileks di bawah langit biru"
99	4583	Pantun anak-anak	"pagi ini membaca koran
baca berita orang hilang
bermain kejarkejaran
badan sehat hati pun senang"	"pagi ini membaca koran
baca berita orang hilang"	"bermain kejarkejaran
badan sehat hati pun senang"	"Bermain petak umpet di halaman
Tubuh segar hati pun senang"	"Anak kampung bermain riangan
Pagi cerah udara pun senang"	"Anak nelayan pergi berlayaran,
Hati gembira dipandang tenang."	"Berlayar perahu di tengah lautan
Air mengalir amatlah tenang"	"Anak-anak bermain di halaman,
Tertawa riang sepanjang petang"	"Pergi ke taman bermain layangan
Ayam berkokok riang di kandang"	"bermain kejarkejaran
badan sehat hati pun senang"	"Tanaman sawah berwarna hijau
Badan sehat hati pun senang"	"Bermain kejar-kejaran,
Badan sehat, hati riang, hidup berwarna."	"Kejar-kejaran, badan sehat, hati senang penuh,
Kesenangan kesehatan harmonis selaras."	"Bermain kejar-kejaran di lapangan hijau
Kegembiraan itu hadir dalam setiap langkah"	"Permainan yang kudalami malam
Hanya kejar-kejaran di tanah lapang"
100	1986	Pantun anak-anak	"di kamar tidur teronggok cermin
cermin dipakai untuk berdandan
di tanah lapang kami bermain
bermain gundu juga layangan"	"di kamar tidur teronggok cermin
cermin dipakai untuk berdandan"	"di tanah lapang kami bermain
bermain gundu juga layangan"	"Di tepi sungai anak bermain
Mengejar capung hingga petang
"	"Rumput hijau di tanah lapang
Anak desa bermain layangan"	"Pohon kelapa tertiup angin,
Tampak berarak awan di tangan."	"Rindang pohon ditiup angin
Burung merpati terbang berpasangan"	"Pergi ke pasar membeli kain,
Pulang membawa mainan"	"Ibu menjahit sehelai kain
Kakek bercerita penuh kenangan"	"di tanah lapang kami bermain
bermain gundu juga layangan"	"Bunga mawar tumbuh di kebun
Bermain gundu juga layangan"	"Di tanah lapang bermain gembira,
Layangan dan gundu, kenangan abadi."	"Di tanah lapang gundu dan layangan terbang bebas,
Riang bersama, kegembiraan tiada tara"	"Di tanah lapang dengan senja merona
Kami bermain bersama hingga keesokan hari"	"Gundu dan layangan bersahabat
Membangun persahabatan di bawah sinar bulan"
